"","Name","POS","Age","Exp","College","team"
"465","Isaiah Spiller","RB",22,3,"Texas A&M","LAC"
"466","Kimani Vidal","RB",22,0,"Troy","LAC"
"467","DJ Chark Jr.","WR",27,7,"LSU","LAC"
"468","Derius Davis","WR",23,2,"TCU","LAC"
"469","Simi Fehoko","WR",26,4,"Stanford","LAC"
"470","Jaelen Gill","WR",24,0,"Fresno State","LAC"
"471","Cornelius Johnson","WR",23,0,"Michigan","LAC"
"472","Jaylen Johnson","WR",24,0,"East Carolina","LAC"
"473","Leon Johnson III","WR",23,0,"Oklahoma State","LAC"
"474","Quentin Johnston","WR",22,2,"TCU","LAC"
"475","Ladd McConkey","WR",22,0,"Georgia","LAC"
"476","Praise Olatoke","WR",NA,0,"--","LAC"
"477","Joshua Palmer","WR",24,4,"Tennessee","LAC"
"478","Brenden Rice","WR",22,0,"USC","LAC"
"479","Luke Benson","TE",23,0,"Georgia Tech","LAC"
"480","Will Dissly","TE",28,7,"Washington","LAC"
"481","Zach Heins","TE",24,0,"South Dakota State","LAC"
"482","Hayden Hurst","TE",30,7,"South Carolina","LAC"
"483","Ben Mason","TE",25,1,"Michigan","LAC"
"484","Donald Parham Jr.","TE",26,5,"Stetson","LAC"
"485","Stone Smartt","TE",25,3,"Old Dominion","LAC"
"486","Stetson Bennett","QB",26,1,"Georgia","LAR"
"487","Jimmy Garoppolo","QB",32,11,"Eastern Illinois","LAR"
"488","Matthew Stafford","QB",36,16,"Georgia","LAR"
"489","Dresser Winn","QB",25,1,"UT Martin","LAR"
"490","Blake Corum","RB",23,0,"Michigan","LAR"
"491","Zach Evans","RB",23,2,"Ole Miss","LAR"
"492","Ronnie Rivers","RB",25,3,"Fresno State","LAR"
"493","Boston Scott","RB",29,6,"Louisiana Tech","LAR"
"494","Kyren Williams","RB",23,3,"Notre Dame","LAR"
"495","Tutu Atwell","WR",24,4,"Louisville","LAR"
"496","Tyler Johnson","WR",25,4,"Minnesota","LAR"
"497","Cooper Kupp","WR",31,8,"Eastern Washington","LAR"
"498","JJ Laap","WR",23,0,"Cortland","LAR"
"499","Puka Nacua","WR",23,2,"BYU","LAR"
"500","Demarcus Robinson","WR",29,9,"Florida","LAR"
"501","Xavier Smith","WR",26,1,"Florida A&M","LAR"
"502","Drake Stoops","WR",25,0,"Oklahoma","LAR"
"503","Jordan Whittington","WR",23,0,"Texas","LAR"
"504","Sam Wiglusz","WR",25,0,"Ohio","LAR"
"505","Davis Allen","TE",23,2,"Clemson","LAR"
"506","Miller Forristall","TE",26,1,"Alabama","LAR"
"507","Tyler Higbee","TE",31,9,"Western Kentucky","LAR"
"508","Neal Johnson","TE",23,0,"Louisiana","LAR"
"509","Nikola Kalinic","TE",27,2,"--","LAR"
"510","Hunter Long","TE",25,4,"Boston College","LAR"
"511","Colby Parkinson","TE",25,5,"Stanford","LAR"
"512","Carter Bradley","QB",24,0,"South Alabama","LV"
"513","Anthony Brown Jr.","QB",26,1,"Oregon","LV"
"514","Gardner Minshew","QB",28,6,"Washington State","LV"
"515","Aidan O'Connell","QB",25,2,"Purdue","LV"
"516","Ameer Abdullah","RB",31,10,"Nebraska","LV"
"517","Brittain Brown","RB",26,3,"UCLA","LV"
"518","Dylan Laube","RB",24,0,"New Hampshire","LV"
"519","Alexander Mattison","RB",26,6,"Boise State","LV"
"520","Sincere McCormick","RB",23,2,"UTSA","LV"
"521","Zamir White","RB",24,3,"Georgia","LV"
"522","Davante Adams","WR",31,11,"Fresno State","LV"
"523","Alex Bachman","WR",28,1,"Wake Forest","LV"
"524","Terrell Bynum","WR",26,1,"USC","LV"
"525","Keelan Doss","WR",28,2,"UC Davis","LV"
"526","Jeff Foreman","WR",24,0,"Arkansas State","LV"
"527","Tulu Griffin","WR",23,0,"Mississippi State","LV"
"528","Jalen Guyton","WR",27,5,"North Texas","LV"
"529","Ramel Keyton","WR",23,0,"Tennessee","LV"
"530","Tyreik McAllister","WR",26,1,"Charleston (WV)","LV"
"531","Jakobi Meyers","WR",27,6,"NC State","LV"
"532","Tre Tucker","WR",23,2,"Cincinnati","LV"
"533","DJ Turner","WR",27,3,"Pittsburgh","LV"
"534","Kristian Wilkerson","WR",27,3,"Southeast Missouri State","LV"
"535","Brock Bowers","TE",21,0,"Georgia","LV"
"536","Harrison Bryant","TE",26,5,"Florida Atlantic","LV"
"537","Cole Fotheringham","TE",26,1,"Utah","LV"
"538","Zach Gentry","TE",27,5,"Michigan","LV"
"539","Michael Mayer","TE",23,2,"Notre Dame","LV"
"540","John Samuel Shenker","TE",25,1,"Auburn","LV"
"541","Tua Tagovailoa","QB",26,5,"Alabama","MIA"
"542","Skylar Thompson","QB",27,3,"Kansas State","MIA"
"543","Mike White","QB",29,6,"Western Kentucky","MIA"
"544","De'Von Achane","RB",22,2,"Texas A&M","MIA"
"545","Salvon Ahmed","RB",25,5,"Washington","MIA"
"546","Chris Brooks","RB",24,2,"BYU","MIA"
"547","Raheem Mostert","RB",32,10,"Purdue","MIA"
"548","Jeff Wilson Jr.","RB",27,7,"North Texas","MIA"
"549","Jaylen Wright","RB",21,0,"Tennessee","MIA"
"550","Odell Beckham Jr.","WR",31,10,"LSU","MIA"
"551","Braxton Berrios","WR",28,7,"Miami","MIA"
"552","Je'Quan Burton","WR",24,0,"Florida Atlantic","MIA"
"553","River Cracraft","WR",29,6,"Washington State","MIA"
"554","Erik Ezukanma","WR",24,2,"Texas Tech","MIA"
"555","Tyreek Hill","WR",30,9,"West Alabama","MIA"
"556","Braylon Sanders","WR",25,1,"Ole Miss","MIA"
"557","Anthony Schwartz","WR",23,3,"Auburn","MIA"
"558","Willie Snead IV","WR",31,8,"Ball State","MIA"
"559","Jaylen Waddle","WR",25,4,"Alabama","MIA"
"560","Malik Washington","WR",23,0,"Virginia","MIA"
"561","Tanner Conner","TE",26,2,"Idaho State","MIA"
"562","Jody Fortson Jr.","TE",28,4,"Valdosta State","MIA"
"563","Julian Hill","TE",24,2,"Campbell","MIA"
"564","Hayden Rucci","TE",23,0,"Wisconsin","MIA"
"565","Jonnu Smith","TE",28,8,"Florida International","MIA"
"566","Durham Smythe","TE",28,7,"Notre Dame","MIA"
"567","Sam Darnold","QB",27,7,"USC","MIN"
"568","Jaren Hall","QB",26,2,"BYU","MIN"
"569","J.J. McCarthy","QB",21,0,"Michigan","MIN"
"570","Nick Mullens","QB",29,6,"Southern Miss","MIN"
"571","Ty Chandler","RB",26,3,"North Carolina","MIN"
"572","Myles Gaskin","RB",27,6,"Washington","MIN"
"573","Aaron Jones","RB",29,8,"UTEP","MIN"
"574","DeWayne McBride","RB",23,1,"UAB","MIN"
"575","Kene Nwangwu","RB",26,4,"Iowa State","MIN"
"576","Jordan Addison","WR",22,2,"USC","MIN"
"577","N'Keal Harry","WR",26,6,"Arizona State","MIN"
"578","Lucky Jackson","WR",27,1,"Western Kentucky","MIN"
"579","Trishton Jackson","WR",26,3,"Syracuse","MIN"
"580","Ty James","WR",23,0,"Mercer","MIN"
"581","Justin Jefferson","WR",25,5,"LSU","MIN"
"582","Jeshaun Jones","WR",24,0,"Maryland","MIN"
"583","Malik Knowles","WR",23,1,"Kansas State","MIN"
"584","Jalen Nailor","WR",25,3,"Michigan State","MIN"
"585","Brandon Powell","WR",28,7,"Florida","MIN"
"586","Trent Sherfield Sr.","WR",28,7,"Vanderbilt","MIN"
"587","Thayer Thomas","WR",26,1,"NC State","MIN"
"588","T.J. Hockenson","TE",27,6,"Iowa","MIN"
"589","Trey Knox","TE",22,0,"South Carolina","MIN"
"590","Johnny Mundt","TE",29,7,"Oregon","MIN"
"591","Nick Muse","TE",25,3,"South Carolina","MIN"
"592","Josh Oliver","TE",27,6,"San José State","MIN"
"593","Sammis Reyes","TE",28,2,"Loyola New Orleans","MIN"
"594","Robert Tonyan","TE",30,7,"Indiana State","MIN"
"595","Jacoby Brissett","QB",31,9,"NC State","NE"
"596","Drake Maye","QB",21,0,"North Carolina","NE"
"597","Joe Milton III","QB",24,0,"Tennessee","NE"
"598","Bailey Zappe","QB",25,3,"Western Kentucky","NE"
"599","Antonio Gibson","RB",26,5,"Memphis","NE"
"600","Kevin Harris","RB",23,2,"South Carolina","NE"
"601","JaMycal Hasty","RB",27,5,"Baylor","NE"
"602","Terrell Jennings","RB",NA,0,"Florida A&M","NE"
"603","Rhamondre Stevenson","RB",26,4,"Oklahoma","NE"
"604","Javon Baker","WR",22,0,"UCF","NE"
"605","Kawaan Baker","WR",25,1,"South Alabama","NE"
"606","Kendrick Bourne","WR",29,8,"Eastern Washington","NE"
"607","Kayshon Boutte","WR",22,2,"LSU","NE"
"608","DeMario Douglas","WR",23,2,"Liberty","NE"
"609","Jalen Hurd","WR",28,4,"Baylor","NE"
"610","JaQuae Jackson","WR",24,0,"Rutgers","NE"
"611","K.J. Osborn","WR",27,5,"Miami","NE"
"612","Ja'Lynn Polk","WR",22,0,"Washington","NE"
"613","Jalen Reagor","WR",25,5,"TCU","NE"
"614","JuJu Smith-Schuster","WR",27,8,"USC","NE"
"615","Tyquan Thornton","WR",23,3,"Baylor","NE"
"616","David Wallis","WR",NA,0,"Randolph-Macon","NE"
"617","Jaheim Bell","TE",23,0,"Florida State","NE"
"618","Hunter Henry","TE",29,9,"Arkansas","NE"
"619","Austin Hooper","TE",29,9,"Stanford","NE"
"620","La'Michael Pettway","TE",27,1,"Iowa State","NE"
"621","Jacob Warren","TE",24,0,"Tennessee","NE"
"622","Mitchell Wilcox","TE",27,4,"South Florida","NE"
"623","Derek Carr","QB",33,11,"Fresno State","NO"
"624","Jake Haener","QB",25,2,"Fresno State","NO"
"625","Taysom Hill","QB",33,8,"BYU","NO"
"626","Spencer Rattler","QB",23,0,"South Carolina","NO"
"627","Alvin Kamara","RB",29,8,"Tennessee","NO"
"628","Jacob Kibodi","RB",25,0,"Louisiana","NO"
"629","Kendre Miller","RB",22,2,"TCU","NO"
"630","Jordan Mims","RB",25,1,"Fresno State","NO"
"631","James Robinson","RB",25,4,"Illinois State","NO"
"632","Jamaal Williams","RB",29,8,"BYU","NO"
"633","Kevin Austin Jr.","WR",24,1,"Notre Dame","NO"
"634","Marquez Callaway","WR",26,4,"Tennessee","NO"
"635","Bub Means","WR",23,0,"Pittsburgh","NO"
"636","Stanley Morgan Jr.","WR",27,5,"Nebraska","NO"
"637","Samson Nacua","WR",26,0,"BYU","NO"
"638","Chris Olave","WR",24,3,"Ohio State","NO"
"639","A.T. Perry","WR",24,2,"Wake Forest","NO"
"640","Rashid Shaheed","WR",25,3,"Weber State","NO"
"641","Equanimeous St. Brown","WR",27,7,"Notre Dame","NO"
"642","Mason Tipton","WR",23,0,"Yale","NO"
"643","Cedrick Wilson Jr.","WR",29,7,"Boise State","NO"
"644","Mason Fairchild","TE",NA,0,"Kansas","NO"
"645","Dallin Holker","TE",24,0,"Colorado State","NO"
"646","Tommy Hudson","TE",27,2,"Arizona State","NO"
"647","Michael Jacobson","TE",27,1,"Iowa State","NO"
"648","Juwan Johnson","TE",27,5,"Oregon","NO"
"649","Foster Moreau","TE",27,6,"LSU","NO"
"650","Kevin Rader","TE",29,3,"Youngstown State","NO"
"651","Tommy DeVito","QB",25,2,"Illinois","NYG"
"652","Daniel Jones","QB",27,6,"Duke","NYG"
"653","Drew Lock","QB",27,6,"Missouri","NYG"
"654","Jashaun Corbin","RB",23,2,"Florida State","NYG"
"655","Eric Gray","RB",24,2,"Oklahoma","NYG"
"656","Dante Miller","RB",25,0,"South Carolina","NYG"
"657","Jacob Saylors","RB",24,1,"East Tennessee State","NYG"
"658","Devin Singletary","RB",26,6,"Florida Atlantic","NYG"
"659","Tyrone Tracy Jr.","RB",24,0,"Purdue","NYG"
"660","Ayir Asante","WR",23,0,"Wyoming","NYG"
"661","Miles Boykin","WR",27,6,"Notre Dame","NYG"
"662","Bryce Ford-Wheaton","WR",24,2,"West Virginia","NYG"
"663","Isaiah Hodgins","WR",25,4,"Oregon State","NYG"
"664","Dennis Houston","WR",25,1,"Western Illinois","NYG"
"665","Jalin Hyatt","WR",22,2,"Tennessee","NYG"
"666","John Jiles","WR",24,0,"West Florida","NYG"
"667","Isaiah McKenzie","WR",29,8,"Georgia","NYG"
"668","Malik Nabers","WR",21,0,"LSU","NYG"
"669","Gunner Olszewski","WR",27,6,"Bemidji State","NYG"
"670","Wan'Dale Robinson","WR",23,3,"Kentucky","NYG"
"671","Allen Robinson II","WR",30,11,"Penn State","NYG"
"672","Darius Slayton","WR",27,6,"Auburn","NYG"
"673","Daniel Bellinger","TE",23,3,"San Diego State","NYG"
"674","Lawrence Cager","TE",26,4,"Georgia","NYG"
"675","Tyree Jackson","TE",26,3,"Buffalo","NYG"
"676","Theo Johnson","TE",23,0,"Penn State","NYG"
"677","Chris Manhertz","TE",32,9,"Canisius","NYG"
"678","Jack Stoll","TE",26,4,"Nebraska","NYG"
"679","Adrian Martinez","QB",24,1,"Kansas State","NYJ"
"680","Andrew Peasley","QB",24,0,"Wyoming","NYJ"
"681","Aaron Rodgers","QB",40,20,"California","NYJ"
"682","Tyrod Taylor","QB",35,14,"Virginia Tech","NYJ"
"683","Jordan Travis","QB",24,0,"Florida State","NYJ"
"684","Israel Abanikanda","RB",21,2,"Pittsburgh","NYJ"
"685","Braelon Allen","RB",20,0,"Wisconsin","NYJ"
"686","Isaiah Davis","RB",22,0,"South Dakota State","NYJ"
"687","Breece Hall","RB",23,3,"Iowa State","NYJ"
"688","Xazavian Valladay","RB",26,1,"Arizona State","NYJ"
"689","Jason Brownlee","WR",25,2,"Southern Miss","NYJ"
"690","Irvin Charles","WR",27,2,"Indiana-Pennsylvania","NYJ"
"691","Malachi Corley","WR",22,0,"Western Kentucky","NYJ"
"692","Hamze El-Zayat","WR",24,0,"Eastern Michigan","NYJ"
"693","Xavier Gipson","WR",23,2,"Stephen F. Austin","NYJ"
"694","Tyler Harrell","WR",24,0,"Miami","NYJ"
"695","Allen Lazard","WR",28,6,"Iowa State","NYJ"
"696","Lance McCutcheon","WR",25,2,"Montana State","NYJ"
"697","Marcus Riley","WR",25,0,"Florida A&M","NYJ"
"698","Brandon Smith","WR",25,1,"Iowa","NYJ"
"699","Malik Taylor","WR",28,3,"Ferris State","NYJ"
"700","Mike Williams","WR",29,8,"Clemson","NYJ"
"701","Garrett Wilson","WR",24,3,"Ohio State","NYJ"
"702","Isaiah Winstead","WR",24,0,"East Carolina","NYJ"
"703","Tyler Conklin","TE",29,7,"Central Michigan","NYJ"
"704","Anthony Firkser","TE",29,7,"Harvard","NYJ"
"705","Zack Kuntz","TE",25,1,"Old Dominion","NYJ"
"706","Jeremy Ruckert","TE",23,3,"Ohio State","NYJ"
"707","Lincoln Sefcik","TE",25,0,"South Alabama","NYJ"
"708","Kenny Yeboah","TE",25,4,"Ole Miss","NYJ"
"709","Will Grier","QB",29,6,"West Virginia","PHI"
"710","Jalen Hurts","QB",25,5,"Oklahoma","PHI"
"711","Tanner McKee","QB",24,2,"Stanford","PHI"
"712","Kenny Pickett","QB",26,3,"Pittsburgh","PHI"
"713","Saquon Barkley","RB",27,7,"Penn State","PHI"
"714","Tyrion Davis-Price","RB",23,3,"LSU","PHI"
"715","Kenneth Gainwell","RB",25,4,"Memphis","PHI"
"716","Kendall Milton","RB",22,0,"Georgia","PHI"
"717","Lew Nichols","RB",22,1,"Central Michigan","PHI"
"718","Will Shipley","RB",21,0,"Clemson","PHI"
"719","A.J. Brown","WR",27,6,"Ole Miss","PHI"
"720","Parris Campbell","WR",27,6,"Ohio State","PHI"
"721","Britain Covey","WR",27,3,"Utah","PHI"
"722","Shaquan Davis","WR",24,1,"South Carolina State","PHI"
"723","Jacob Harris","WR",27,3,"UCF","PHI"
"724","Griffin Hebert","WR",25,1,"Louisiana Tech","PHI"
"725","Joseph Ngata","WR",23,1,"Clemson","PHI"
"726","John Ross","WR",28,6,"Washington","PHI"
"727","Ainias Smith","WR",23,0,"Texas A&M","PHI"
"728","DeVonta Smith","WR",25,4,"Alabama","PHI"
"729","Austin Watkins Jr.","WR",26,1,"UAB","PHI"
"730","Johnny Wilson","WR",23,0,"Florida State","PHI"
"731","Grant Calcaterra","TE",25,3,"SMU","PHI"
"732","Kevin Foelsch","TE",23,0,"New Haven","PHI"
"733","Dallas Goedert","TE",29,7,"South Dakota State","PHI"
"734","E.J. Jenkins","TE",25,1,"Georgia Tech","PHI"
"735","Albert Okwuegbunam Jr.","TE",26,5,"Missouri","PHI"
"736","C.J. Uzomah","TE",31,10,"Auburn","PHI"
"737","Kyle Allen","QB",28,6,"Houston","PIT"
"738","Justin Fields","QB",25,4,"Ohio State","PIT"
"739","John Rhys Plumlee","QB",23,0,"UCF","PIT"
"740","Russell Wilson","QB",35,13,"Wisconsin","PIT"
"741","Daijun Edwards","RB",23,0,"Georgia","PIT"
"742","Najee Harris","RB",26,4,"Alabama","PIT"
"743","Cordarrelle Patterson","RB",33,12,"Tennessee","PIT"
"744","La'Mical Perine","RB",26,3,"Florida","PIT"
"745","Aaron Shampklin","RB",24,1,"Harvard","PIT"
"746","Jonathan Ward","RB",26,5,"Central Michigan","PIT"
"747","Jaylen Warren","RB",25,3,"Oklahoma State","PIT"
"748","Calvin Austin III","WR",25,3,"Memphis","PIT"
"749","Tarik Black","WR",26,1,"Texas","PIT"
"750","Jacob Copeland","WR",25,1,"Maryland","PIT"
"751","Dez Fitzpatrick","WR",26,2,"Louisville","PIT"
"752","Van Jefferson","WR",28,5,"Florida","PIT"
"753","Jaray Jenkins","WR",24,1,"LSU","PIT"
"754","Scotty Miller","WR",27,6,"Bowling Green","PIT"
"755","George Pickens","WR",23,3,"Georgia","PIT"
"756","Quez Watkins","WR",26,5,"Southern Miss","PIT"
"757","Duece Watts","WR",24,1,"Tulane","PIT"
"758","Roman Wilson","WR",23,0,"Michigan","PIT"
"759","Pat Freiermuth","TE",25,4,"Penn State","PIT"
"760","Connor Heyward","TE",25,3,"Michigan State","PIT"
"761","MyCole Pruitt","TE",32,9,"Southern Illinois","PIT"
"762","Matt Sokol","TE",28,5,"Michigan State","PIT"
"763","Darnell Washington","TE",22,2,"Georgia","PIT"
"764","Rodney Williams","TE",26,2,"UT Martin","PIT"
"765","Sam Howell","QB",23,3,"North Carolina","SEA"
"766","Geno Smith","QB",33,12,"West Virginia","SEA"
"767","PJ Walker","QB",29,7,"Temple","SEA"
"768","Zach Charbonnet","RB",23,2,"UCLA","SEA"
"769","George Holani","RB",24,0,"Boise State","SEA"
"770","Kobe Lewis","RB",24,0,"Florida Atlantic","SEA"
"771","Kenny McIntosh","RB",24,2,"Georgia","SEA"
"772","Kairee Robinson","RB",NA,0,"San José State","SEA"
"773","Kenneth Walker III","RB",23,3,"Michigan State","SEA"
"774","Jake Bobo","WR",26,2,"UCLA","SEA"
"775","Dee Eskridge","WR",27,4,"Western Michigan","SEA"
"776","Hayden Hatten","WR",23,0,"Idaho","SEA"
"777","Tyler Lockett","WR",31,10,"Kansas State","SEA"
"778","DK Metcalf","WR",26,6,"Ole Miss","SEA"
"779","Ty Scott","WR",25,1,"Missouri State","SEA"
"780","Laviska Shenault Jr.","WR",25,5,"Colorado","SEA"
"781","Marcus Simms","WR",26,2,"West Virginia","SEA"
"782","Jaxon Smith-Njigba","WR",22,2,"Ohio State","SEA"
"783","Cody White","WR",25,2,"Michigan State","SEA"
"784","Dee Williams","WR",24,0,"Tennessee","SEA"
"785","Easop Winston Jr.","WR",27,1,"Washington State","SEA"
"786","Dareke Young","WR",25,3,"Lenoir-Rhyne","SEA"
"787","AJ Barner","TE",22,0,"Michigan","SEA"
"788","Pharaoh Brown","TE",30,7,"Oregon","SEA"
"789","Noah Fant","TE",26,6,"Iowa","SEA"
"790","Tyler Mabry","TE",27,2,"Maryland","SEA"
"791","Brady Russell","TE",25,2,"Colorado","SEA"
"792","Jack Westover","TE",25,0,"Washington","SEA"
"793","Brandon Allen","QB",31,8,"Arkansas","SF"
"794","Joshua Dobbs","QB",29,8,"Tennessee","SF"
"795","Tanner Mordecai","QB",24,0,"Wisconsin","SF"
"796","Brock Purdy","QB",24,3,"Iowa State","SF"
"797","Isaac Guerendo","RB",24,0,"Louisville","SF"
"798","Jordan Mason","RB",25,3,"Georgia Tech","SF"
"799","Christian McCaffrey","RB",28,8,"Stanford","SF"
"800","Elijah Mitchell","RB",26,4,"Louisiana","SF"
"801","Cody Schrader","RB",24,0,"Missouri","SF"
"802","Patrick Taylor Jr.","RB",26,4,"Memphis","SF"
"803","Brandon Aiyuk","WR",26,5,"Arizona State","SF"
"804","Ronnie Bell","WR",24,2,"Michigan","SF"
"805","Chris Conley","WR",31,10,"Georgia","SF"
"806","Jacob Cowing","WR",23,0,"Arizona","SF"
"807","Frank Darby","WR",26,3,"Arizona State","SF"
"808","Danny Gray","WR",25,3,"SMU","SF"
"809","Jauan Jennings","WR",27,4,"Tennessee","SF"
"810","Tay Martin","WR",26,1,"Oklahoma State","SF"
"811","Terique Owens","WR",24,0,"Missouri State","SF"
"812","Ricky Pearsall","WR",23,0,"Florida","SF"
"813","Deebo Samuel Sr.","WR",28,6,"South Carolina","SF"
"814","Trent Taylor","WR",30,7,"Louisiana Tech","SF"
"815","Malik Turner","WR",28,5,"Illinois","SF"
"816","George Kittle","TE",30,8,"Iowa","SF"
"817","Cameron Latu","TE",24,2,"Alabama","SF"
"818","Mason Pline","TE",24,0,"Furman","SF"
"819","Eric Saubert","TE",30,7,"Drake","SF"
"820","Logan Thomas","TE",33,10,"Virginia Tech","SF"
"821","Jake Tonges","TE",25,2,"California","SF"
"822","Brayden Willis","TE",24,2,"Oklahoma","SF"
"823","Zack Annexstad","QB",24,0,"Illinois State","TB"
"824","Baker Mayfield","QB",29,7,"Oklahoma","TB"
"825","Kyle Trask","QB",26,4,"Florida","TB"
"826","John Wolford","QB",28,5,"Wake Forest","TB"
"827","Chase Edmonds","RB",28,7,"Fordham","TB"
"828","Bucky Irving","RB",21,0,"Oregon","TB"
"829","Ramon Jefferson","RB",24,0,"Kentucky","TB"
"830","Sean Tucker","RB",22,2,"Syracuse","TB"
"831","Rachaad White","RB",25,3,"Arizona State","TB"
"832","DJ Williams","RB",24,0,"Arizona","TB"
"833","Mike Evans","WR",30,11,"Texas A&M","TB"
"834","Chris Godwin","WR",28,8,"Penn State","TB"
"835","Rakim Jarrett","WR",23,2,"Maryland","TB"
"836","Kameron Johnson","WR",22,0,"Barton College","TB"
"837","Cephus Johnson III","WR",24,1,"SE Louisiana","TB"
"838","Latreal Jones","WR",25,0,"Southern Miss","TB"
"839","Tanner Knue","WR",24,0,"Eastern Michigan","TB"
"840","Jalen McMillan","WR",22,0,"Washington","TB"
"841","Ryan Miller","WR",24,1,"Furman","TB"
"842","Trey Palmer","WR",23,2,"Nebraska","TB"
"843","Sterling Shepard","WR",31,9,"Oklahoma","TB"
"844","Cody Thompson","WR",28,3,"Toledo","TB"
"845","Raleigh Webb","WR",26,2,"The Citadel","TB"
"846","Sal Cannella","TE",27,1,"Auburn","TB"
"847","Devin Culp","TE",24,0,"Washington","TB"
"848","Payne Durham","TE",24,2,"Purdue","TB"
"849","Ko Kieft","TE",26,3,"Minnesota","TB"
"850","Cade Otton","TE",25,3,"Washington","TB"
"851","Tanner Taula","TE",25,1,"Illinois State","TB"
"852","David Wells","TE",29,4,"San Diego State","TB"
"853","Will Levis","QB",25,2,"Kentucky","TEN"
"854","Mason Rudolph","QB",29,7,"Oklahoma State","TEN"
"855","Malik Willis","QB",25,3,"Liberty","TEN"
"856","Julius Chestnut","RB",23,3,"Sacred Heart","TEN"
"857","Hassan Haskins","RB",24,3,"Michigan","TEN"
"858","Tony Pollard","RB",27,6,"Memphis","TEN"
"859","Jabari Small","RB",23,0,"Tennessee","TEN"
"860","Tyjae Spears","RB",23,2,"Tulane","TEN"
"861","Tyler Boyd","WR",29,9,"Pittsburgh","TEN"
"862","Treylon Burks","WR",24,3,"Arkansas","TEN"
"863","Colton Dowell","WR",25,2,"UT Martin","TEN"
"864","Tre'Shaun Harrison","WR",24,1,"Oregon State","TEN"
"865","DeAndre Hopkins","WR",32,11,"Clemson","TEN"
"866","Jha'Quan Jackson","WR",24,0,"Tulane","TEN"
"867","Kearis Jackson","WR",24,2,"Georgia","TEN"
"868","Mason Kinsey","WR",25,2,"Berry College","TEN"
"869","Bryce Oliver","WR",24,0,"Youngstown State","TEN"
"870","Kyle Philips","WR",25,3,"UCLA","TEN"
"871","Calvin Ridley","WR",29,6,"Alabama","TEN"
"872","Sam Schnee","WR",24,0,"Northern Iowa","TEN"
"873","Nick Westbrook-Ikhine","WR",27,5,"Indiana","TEN"
"874","David Martin-Robinson","TE",24,0,"Temple","TEN"
"875","Thomas Odukoya","TE",27,1,"Eastern Michigan","TEN"
"876","Chigoziem Okonkwo","TE",24,3,"Maryland","TEN"
"877","Steven Stilianos","TE",24,0,"Iowa","TEN"
"878","Nick Vannett","TE",31,9,"Ohio State","TEN"
"879","Josh Whyle","TE",24,2,"Cincinnati","TEN"
"880","Jayden Daniels","QB",23,0,"LSU","WSH"
"881","Jeff Driskel","QB",31,8,"Louisiana Tech","WSH"
"882","Sam Hartman","QB",25,0,"Notre Dame","WSH"
"883","Marcus Mariota","QB",30,10,"Oregon","WSH"
"884","Austin Ekeler","RB",29,8,"Western Colorado","WSH"
"885","Austin Jones","RB",23,0,"USC","WSH"
"886","Jeremy McNichols","RB",28,7,"Boise State","WSH"
"887","Brian Robinson Jr.","RB",25,3,"Alabama","WSH"
"888","Chris Rodriguez Jr.","RB",24,2,"Kentucky","WSH"
"889","Michael Wiley","RB",22,0,"Arizona","WSH"
"890","Kazmeir Allen","WR",24,1,"UCLA","WSH"
"891","Dyami Brown","WR",24,4,"North Carolina","WSH"
"892","Jamison Crowder","WR",31,10,"Duke","WSH"
"893","Davion Davis","WR",27,2,"Sam Houston","WSH"
"894","Jahan Dotson","WR",24,3,"Penn State","WSH"
"895","Luke McCaffrey","WR",23,0,"Rice","WSH"
"896","Terry McLaurin","WR",28,6,"Ohio State","WSH"
"897","Byron Pringle","WR",30,6,"Kansas State","WSH"
"898","Marcus Rosemy-Jacksaint","WR",22,0,"Georgia","WSH"
"899","Mitchell Tinsley","WR",24,2,"Penn State","WSH"
"900","Brycen Tremayne","WR",24,1,"Stanford","WSH"
"901","Olamide Zaccheaus","WR",27,6,"Virginia","WSH"
"902","John Bates","TE",26,4,"Boise State","WSH"
"903","Zach Ertz","TE",33,12,"Stanford","WSH"
"904","Armani Rogers","TE",26,3,"Ohio","WSH"
"905","Ben Sinnott","TE",22,0,"Kansas State","WSH"
"906","Cole Turner","TE",24,3,"Nevada","WSH"
"907","Colson Yankoff","TE",NA,0,"UCLA","WSH"
