"","Name","POS","Age","Exp","College","team"
"458","Travis Kelce","TE",33,11,"Cincinnati","KC"
"459","Max Duggan","QB",22,0,"TCU","LAC"
"460","Justin Herbert","QB",25,4,"Oregon","LAC"
"461","Easton Stick","QB",27,5,"North Dakota State","LAC"
"462","Elijah Dotson","RB",24,0,"Northern Colorado","LAC"
"463","Austin Ekeler","RB",28,7,"Western State","LAC"
"464","Tyler Hoosman","RB",24,0,"North Dakota","LAC"
"465","Joshua Kelley","RB",25,4,"UCLA","LAC"
"466","Larry Rountree III","RB",24,2,"Missouri","LAC"
"467","Isaiah Spiller","RB",22,2,"Texas A&M","LAC"
"468","Keenan Allen","WR",31,11,"California","LAC"
"469","Terrell Bynum","WR",25,0,"USC","LAC"
"470","Derius Davis","WR",22,0,"TCU","LAC"
"471","Keelan Doss","WR",27,2,"UC Davis","LAC"
"472","Jalen Guyton","WR",26,4,"North Texas","LAC"
"473","John Hightower","WR",27,2,"Boise State","LAC"
"474","Quentin Johnston","WR",21,0,"TCU","LAC"
"475","Joshua Palmer","WR",23,3,"Tennessee","LAC"
"476","Darrius Shepherd","WR",27,3,"North Dakota State","LAC"
"477","Mike Williams","WR",28,7,"Clemson","LAC"
"478","Pokey Wilson","WR",24,0,"Florida State","LAC"
"479","Milton Wright","WR",NA,0,"Purdue","LAC"
"480","Gerald Everett","TE",29,7,"South Alabama","LAC"
"481","Michael Ezeike","TE",22,0,"UCLA","LAC"
"482","Hunter Kampmoyer","TE",25,1,"Oregon","LAC"
"483","Tre' McKitty","TE",24,3,"Georgia","LAC"
"484","Donald Parham Jr.","TE",25,4,"Stetson","LAC"
"485","Stone Smartt","TE",24,2,"Old Dominion","LAC"
"486","Stetson Bennett","QB",25,0,"Georgia","LAR"
"487","Brett Rypien","QB",27,4,"Boise State","LAR"
"488","Matthew Stafford","QB",35,15,"Georgia","LAR"
"489","Dresser Winn","QB",24,0,"UT Martin","LAR"
"490","Cam Akers","RB",24,3,"Florida State","LAR"
"491","Zach Evans","RB",22,0,"Ole Miss","LAR"
"492","Royce Freeman","RB",27,5,"Oregon","LAR"
"493","Ronnie Rivers","RB",24,2,"Fresno State","LAR"
"494","Kyren Williams","RB",22,2,"Notre Dame","LAR"
"495","Tutu Atwell","WR",23,3,"Louisville","LAR"
"496","Braxton Burmeister","WR",24,0,"San Diego State","LAR"
"497","Tyler Hudson","WR",22,0,"Louisville","LAR"
"498","Van Jefferson","WR",27,4,"Florida","LAR"
"499","Tyler Johnson","WR",24,4,"Minnesota","LAR"
"500","Cooper Kupp","WR",30,7,"Eastern Washington","LAR"
"501","Lance McCutcheon","WR",24,2,"Montana State","LAR"
"502","Puka Nacua","WR",23,0,"BYU","LAR"
"503","Demarcus Robinson","WR",28,8,"Florida","LAR"
"504","Ben Skowronek","WR",26,3,"Notre Dame","LAR"
"505","Xavier Smith","WR",25,0,"Florida A&M","LAR"
"506","Austin Trammell","WR",25,2,"Rice","LAR"
"507","Davis Allen","TE",22,0,"Clemson","LAR"
"508","Tyler Higbee","TE",30,8,"Western Kentucky","LAR"
"509","Brycen Hopkins","TE",26,4,"Purdue","LAR"
"510","Nikola Kalinic","TE",26,2,"--","LAR"
"511","Hunter Long","TE",24,3,"Boston College","LAR"
"512","Camren McDonald","TE",24,1,"Florida State","LAR"
"513","Christian Sims","TE",22,0,"Bowling Green","LAR"
"514","Chase Garbers","QB",24,1,"California","LV"
"515","Jimmy Garoppolo","QB",31,10,"Eastern Illinois","LV"
"516","Brian Hoyer","QB",37,15,"Michigan State","LV"
"517","Aidan O'Connell","QB",24,0,"Purdue","LV"
"518","Ameer Abdullah","RB",30,9,"Nebraska","LV"
"519","Brandon Bolden","RB",33,11,"Ole Miss","LV"
"520","Brittain Brown","RB",25,2,"UCLA","LV"
"521","Josh Jacobs","RB",25,5,"Alabama","LV"
"522","Sincere McCormick","RB",22,2,"UTSA","LV"
"523","Darwin Thompson","RB",26,4,"Utah State","LV"
"524","Austin Walter","RB",26,3,"Rice","LV"
"525","Zamir White","RB",23,2,"Georgia","LV"
"526","Damien Williams","RB",31,9,"Oklahoma","LV"
"527","Davante Adams","WR",30,10,"Fresno State","LV"
"528","DeAndre Carter","WR",30,6,"Sacramento State","LV"
"529","Keelan Cole Sr.","WR",30,7,"Kentucky Wesleyan","LV"
"530","Phillip Dorsett","WR",30,9,"Miami","LV"
"531","Chris Lacy","WR",27,1,"Oklahoma State","LV"
"532","Jakobi Meyers","WR",26,5,"NC State","LV"
"533","Hunter Renfrow","WR",27,5,"Clemson","LV"
"534","Cam Sims","WR",27,6,"Alabama","LV"
"535","Tre Tucker","WR",22,0,"Cincinnati","LV"
"536","DJ Turner","WR",26,2,"Pittsburgh","LV"
"537","Kristian Wilkerson","WR",26,1,"Southeast Missouri State","LV"
"538","Cole Fotheringham","TE",25,1,"Utah","LV"
"539","Jacob Hollister","TE",29,7,"Wyoming","LV"
"540","Austin Hooper","TE",28,8,"Stanford","LV"
"541","Jesper Horsted","TE",26,4,"Princeton","LV"
"542","Michael Mayer","TE",22,0,"Notre Dame","LV"
"543","John Samuel Shenker","TE",24,0,"Auburn","LV"
"544","Tua Tagovailoa","QB",25,4,"Alabama","MIA"
"545","Skylar Thompson","QB",26,2,"Kansas State","MIA"
"546","Mike White","QB",28,5,"Western Kentucky","MIA"
"547","De'Von Achane","RB",21,0,"Texas A&M","MIA"
"548","Salvon Ahmed","RB",24,4,"Washington","MIA"
"549","Chris Brooks","RB",23,0,"BYU","MIA"
"550","Myles Gaskin","RB",26,5,"Washington","MIA"
"551","Raheem Mostert","RB",31,9,"Purdue","MIA"
"552","Jeff Wilson Jr.","RB",26,6,"North Texas","MIA"
"553","Braxton Berrios","WR",27,6,"Miami","MIA"
"554","Robbie Chosen","WR",30,8,"Temple","MIA"
"555","Chris Coleman","WR",24,0,"Cal Poly","MIA"
"556","River Cracraft","WR",28,5,"Washington State","MIA"
"557","Daewood Davis","WR",24,0,"Western Kentucky","MIA"
"558","Erik Ezukanma","WR",23,2,"Texas Tech","MIA"
"559","Tyreek Hill","WR",29,8,"West Alabama","MIA"
"560","Braylon Sanders","WR",24,1,"Ole Miss","MIA"
"561","Freddie Swain","WR",25,4,"Florida","MIA"
"562","Jaylen Waddle","WR",24,3,"Alabama","MIA"
"563","Cedrick Wilson Jr.","WR",28,6,"Boise State","MIA"
"564","Tanner Conner","TE",25,2,"Idaho State","MIA"
"565","Elijah Higgins","TE",22,0,"Stanford","MIA"
"566","Julian Hill","TE",23,0,"Campbell","MIA"
"567","Tyler Kroft","TE",30,9,"Rutgers","MIA"
"568","Eric Saubert","TE",29,6,"Drake","MIA"
"569","Durham Smythe","TE",28,6,"Notre Dame","MIA"
"570","Kirk Cousins","QB",34,12,"Michigan State","MIN"
"571","Jaren Hall","QB",25,0,"BYU","MIN"
"572","Nick Mullens","QB",28,5,"Southern Miss","MIN"
"573","Ty Chandler","RB",25,2,"North Carolina","MIN"
"574","Alexander Mattison","RB",25,5,"Boise State","MIN"
"575","DeWayne McBride","RB",22,0,"UAB","MIN"
"576","Kene Nwangwu","RB",25,3,"Iowa State","MIN"
"577","Abram Smith","RB",24,2,"Baylor","MIN"
"578","Jordan Addison","WR",21,0,"USC","MIN"
"579","Jacob Copeland","WR",24,1,"Maryland","MIN"
"580","N'Keal Harry","WR",25,5,"Arizona State","MIN"
"581","Lucky Jackson","WR",26,0,"Western Kentucky","MIN"
"582","Trishton Jackson","WR",25,2,"Syracuse","MIN"
"583","Justin Jefferson","WR",24,4,"LSU","MIN"
"584","Garett Maag","WR",23,0,"North Dakota","MIN"
"585","Jalen Nailor","WR",24,2,"Michigan State","MIN"
"586","K.J. Osborn","WR",26,4,"Miami","MIN"
"587","Brandon Powell","WR",27,6,"Florida","MIN"
"588","Blake Proehl","WR",24,3,"East Carolina","MIN"
"589","Jalen Reagor","WR",24,4,"TCU","MIN"
"590","Thayer Thomas","WR",25,0,"Virginia Tech","MIN"
"591","T.J. Hockenson","TE",26,5,"Iowa","MIN"
"592","Johnny Mundt","TE",28,6,"Oregon","MIN"
"593","Nick Muse","TE",24,2,"South Carolina","MIN"
"594","Josh Oliver","TE",26,5,"San Jose State","MIN"
"595","Ben Sims","TE",23,0,"Baylor","MIN"
"596","Colin Thompson","TE",29,3,"Temple","MIN"
"597","Malik Cunningham","QB",24,0,"Louisville","NE"
"598","Mac Jones","QB",24,3,"Alabama","NE"
"599","Trace McSorley","QB",27,5,"Penn State","NE"
"600","Bailey Zappe","QB",24,2,"Western Kentucky","NE"
"601","Kevin Harris","RB",22,2,"South Carolina","NE"
"602","CJ Marable","RB",26,0,"Coastal Carolina","NE"
"603","Rhamondre Stevenson","RB",25,3,"Oklahoma","NE"
"604","Pierre Strong Jr.","RB",24,2,"South Dakota State","NE"
"605","J.J. Taylor","RB",25,3,"Arizona","NE"
"606","Kendrick Bourne","WR",28,7,"Eastern Washington","NE"
"607","Kayshon Boutte","WR",21,0,"LSU","NE"
"608","Demario Douglas","WR",22,0,"Liberty","NE"
"609","Jalen Hurd","WR",27,4,"Baylor","NE"
"610","Ty Montgomery II","WR",30,9,"Stanford","NE"
"611","Tre Nixon","WR",25,1,"UCF","NE"
"612","DeVante Parker","WR",30,9,"Louisville","NE"
"613","Thyrick Pitts","WR",22,0,"Delaware","NE"
"614","Matthew Slater","WR",37,16,"UCLA","NE"
"615","JuJu Smith-Schuster","WR",26,7,"USC","NE"
"616","Tyquan Thornton","WR",23,2,"Baylor","NE"
"617","Raleigh Webb","WR",25,2,"Citadel","NE"
"618","Anthony Firkser","TE",28,6,"Harvard","NE"
"619","Mike Gesicki","TE",27,6,"Penn State","NE"
"620","Hunter Henry","TE",28,8,"Arkansas","NE"
"621","Johnny Lumpkin","TE",25,0,"Louisiana-Lafayette","NE"
"622","Matt Sokol","TE",27,1,"Michigan State","NE"
"623","Scotty Washington","TE",26,1,"Wake Forest","NE"
"624","Derek Carr","QB",32,10,"Fresno State","NO"
"625","Jake Haener","QB",24,0,"Fresno State","NO"
"626","Jameis Winston","QB",29,9,"Florida State","NO"
"627","Jake Bargas","RB",26,1,"North Carolina","NO"
"628","Eno Benjamin","RB",24,4,"Arizona State","NO"
"629","Alvin Kamara","RB",28,7,"Tennessee","NO"
"630","Ellis Merriweather","RB",24,0,"Massachusetts","NO"
"631","Kendre Miller","RB",21,0,"TCU","NO"
"632","Jamaal Williams","RB",28,7,"BYU","NO"
"633","Kawaan Baker","WR",24,1,"South Alabama","NO"
"634","Lynn Bowden","WR",25,3,"Kentucky","NO"
"635","Shaquan Davis","WR",23,0,"South Carolina State","NO"
"636","Bryan Edwards","WR",24,4,"South Carolina","NO"
"637","Jontre Kirklin","WR",24,1,"LSU","NO"
"638","Keith Kirkwood","WR",29,4,"Temple","NO"
"639","Kirk Merritt","WR",26,1,"Arkansas State","NO"
"640","Chris Olave","WR",23,2,"Ohio State","NO"
"641","A.T. Perry","WR",23,0,"Wake Forest","NO"
"642","Rashid Shaheed","WR",24,2,"Weber State","NO"
"643","Tre'Quan Smith","WR",27,6,"UCF","NO"
"644","Michael Thomas","WR",30,8,"Ohio State","NO"
"645","James Washington","WR",27,6,"Oklahoma State","NO"
"646","Jimmy Graham","TE",36,13,"Miami","NO"
"647","Taysom Hill","TE",32,7,"BYU","NO"
"648","J.P. Holtz","TE",29,7,"Pittsburgh","NO"
"649","Jesse James","TE",29,9,"Penn State","NO"
"650","Juwan Johnson","TE",26,4,"Oregon","NO"
"651","Lucas Krull","TE",25,1,"Pittsburgh","NO"
"652","Foster Moreau","TE",26,5,"LSU","NO"
"653","Tommy DeVito","QB",25,0,"Illinois","NYG"
"654","Daniel Jones","QB",26,5,"Duke","NYG"
"655","Tyrod Taylor","QB",34,13,"Virginia Tech","NYG"
"656","Saquon Barkley","RB",26,6,"Penn State","NYG"
"657","Matt Breida","RB",28,7,"Georgia Southern","NYG"
"658","Gary Brightwell","RB",25,3,"Arizona","NYG"
"659","Jashaun Corbin","RB",22,1,"Florida State","NYG"
"660","Eric Gray","RB",23,0,"Oklahoma","NYG"
"661","James Robinson","RB",25,4,"Illinois State","NYG"
"662","Cole Beasley","WR",34,12,"SMU","NYG"
"663","Parris Campbell","WR",26,5,"Ohio State","NYG"
"664","Jamison Crowder","WR",30,9,"Duke","NYG"
"665","Bryce Ford-Wheaton","WR",23,0,"West Virginia","NYG"
"666","Isaiah Hodgins","WR",24,3,"Oregon State","NYG"
"667","Jalin Hyatt","WR",21,0,"Tennessee","NYG"
"668","Collin Johnson","WR",25,4,"Texas","NYG"
"669","Jaydon Mickens","WR",29,5,"Washington","NYG"
"670","Kalil Pimpleton","WR",24,1,"Central Michigan","NYG"
"671","Wan'Dale Robinson","WR",22,2,"Kentucky","NYG"
"672","Sterling Shepard","WR",30,8,"Oklahoma","NYG"
"673","David Sills V","WR",27,3,"West Virginia","NYG"
"674","Darius Slayton","WR",26,5,"Auburn","NYG"
"675","Daniel Bellinger","TE",22,2,"San Diego State","NYG"
"676","Lawrence Cager","TE",25,3,"Georgia","NYG"
"677","Ryan Jones","TE",23,0,"East Carolina","NYG"
"678","Tommy Sweeney","TE",28,5,"Boston College","NYG"
"679","Darren Waller","TE",30,7,"Georgia Tech","NYG"
"680","Tim Boyle","QB",28,5,"Eastern Kentucky","NYJ"
"681","Aaron Rodgers","QB",39,19,"California","NYJ"
"682","Chris Streveler","QB",28,3,"South Dakota","NYJ"
"683","Zach Wilson","QB",24,3,"BYU","NYJ"
"684","Israel Abanikanda","RB",20,0,"Pittsburgh","NYJ"
"685","Michael Carter","RB",24,3,"North Carolina","NYJ"
"686","Damarea Crockett","RB",25,3,"Missouri","NYJ"
"687","Travis Dye","RB",23,0,"USC","NYJ"
"688","Breece Hall","RB",22,2,"Iowa State","NYJ"
"689","Zonovan Knight","RB",22,2,"NC State","NYJ"
"690","Jason Brownlee","WR",24,0,"Southern Miss","NYJ"
"691","Irvin Charles","WR",26,1,"Indiana-Pennsylvania","NYJ"
"692","Randall Cobb","WR",32,13,"Kentucky","NYJ"
"693","Corey Davis","WR",28,7,"Western Michigan","NYJ"
"694","Alex Erickson","WR",30,7,"Wisconsin","NYJ"
"695","Xavier Gipson","WR",22,0,"Stephen F. Austin","NYJ"
"696","Mecole Hardman Jr.","WR",25,5,"Georgia","NYJ"
"697","Jerome Kapp","WR",24,0,"Kutztown","NYJ"
"698","Allen Lazard","WR",27,5,"Iowa State","NYJ"
"699","T.J. Luther","WR",23,0,"Gardner-Webb","NYJ"
"700","Malik Taylor","WR",27,3,"Ferris State","NYJ"
"701","Garrett Wilson","WR",23,2,"Ohio State","NYJ"
"702","Tyler Conklin","TE",28,6,"Central Michigan","NYJ"
"703","E.J. Jenkins","TE",24,0,"Georgia Tech","NYJ"
"704","Zack Kuntz","TE",24,0,"Old Dominion","NYJ"
"705","Jeremy Ruckert","TE",23,2,"Ohio State","NYJ"
"706","C.J. Uzomah","TE",30,9,"Auburn","NYJ"
"707","Kenny Yeboah","TE",24,3,"Ole Miss","NYJ"
"708","Ian Book","QB",25,3,"Notre Dame","PHI"
"709","Jalen Hurts","QB",25,4,"Oklahoma","PHI"
"710","Marcus Mariota","QB",29,9,"Oregon","PHI"
"711","Tanner McKee","QB",23,0,"Stanford","PHI"
"712","Kennedy Brooks","RB",24,1,"Oklahoma","PHI"
"713","Kenneth Gainwell","RB",24,3,"Memphis","PHI"
"714","Rashaad Penny","RB",27,6,"San Diego State","PHI"
"715","Boston Scott","RB",28,5,"Louisiana Tech","PHI"
"716","Trey Sermon","RB",24,3,"Ohio State","PHI"
"717","D'Andre Swift","RB",24,4,"Georgia","PHI"
"718","Devon Allen","WR",28,1,"Oregon","PHI"
"719","A.J. Brown","WR",26,5,"Ole Miss","PHI"
"720","Deon Cain","WR",27,3,"Clemson","PHI"
"721","Tyrie Cleveland","WR",25,4,"Florida","PHI"
"722","Britain Covey","WR",26,2,"Utah","PHI"
"723","Jadon Haselwood","WR",22,0,"Arkansas","PHI"
"724","Johnny King","WR",23,0,"Southeast Missouri State","PHI"
"725","Joseph Ngata","WR",22,0,"Clemson","PHI"
"726","Charleston Rambo","WR",24,1,"Miami","PHI"
"727","DeVonta Smith","WR",24,3,"Alabama","PHI"
"728","Greg Ward","WR",28,4,"Houston","PHI"
"729","Quez Watkins","WR",25,4,"Southern Miss","PHI"
"730","Olamide Zaccheaus","WR",26,5,"Virginia","PHI"
"731","Dan Arnold","TE",28,7,"Wisconsin- latteville","PHI"
"732","Grant Calcaterra","TE",24,2,"SMU","PHI"
"733","Dallas Goedert","TE",28,6,"South Dakota State","PHI"
"734","Tyree Jackson","TE",25,3,"Buffalo","PHI"
"735","Brady Russell","TE",24,0,"Colorado","PHI"
"736","Jack Stoll","TE",25,3,"Nebraska","PHI"
"737","Tanner Morgan","QB",24,0,"Minnesota","PIT"
"738","Kenny Pickett","QB",25,2,"Pittsburgh","PIT"
"739","Mason Rudolph","QB",28,6,"Oklahoma State","PIT"
"740","Mitch Trubisky","QB",28,7,"North Carolina","PIT"
"741","Greg Bell","RB",25,2,"San Diego State","PIT"
"742","Alfonzo Graham","RB",23,0,"Morgan State","PIT"
"743","Darius Hagans","RB",24,0,"Virginia State","PIT"
"744","Najee Harris","RB",25,3,"Alabama","PIT"
"745","John Lovett","RB",23,1,"Penn State","PIT"
"746","Anthony McFarland Jr.","RB",24,3,"Maryland","PIT"
"747","Jaylen Warren","RB",24,2,"Oklahoma State","PIT"
"748","Calvin Austin III","WR",24,2,"Memphis","PIT"
"749","Miles Boykin","WR",26,5,"Notre Dame","PIT"
"750","Ja'Marcus Bradley","WR",26,2,"Louisiana-Lafayette","PIT"
"751","Hakeem Butler","WR",27,2,"Iowa State","PIT"
"752","Jordan Byrd","WR",23,0,"San Diego State","PIT"
"753","Dan Chisena","WR",26,3,"Penn State","PIT"
"754","Dez Fitzpatrick","WR",25,2,"Louisville","PIT"
"755","Diontae Johnson","WR",27,5,"Toledo","PIT"
"756","Gunner Olszewski","WR",26,5,"Bemidji State","PIT"
"757","George Pickens","WR",22,2,"Georgia","PIT"
"758","Allen Robinson II","WR",29,10,"Penn State","PIT"
"759","Cody White","WR",24,2,"Michigan State","PIT"
"760","Pat Freiermuth","TE",24,3,"Penn State","PIT"
"761","Zach Gentry","TE",26,5,"Michigan","PIT"
"762","Connor Heyward","TE",24,2,"Michigan State","PIT"
"763","Darnell Washington","TE",21,0,"Georgia","PIT"
"764","Rodney Williams","TE",25,1,"UT Martin","PIT"
"765","Holton Ahlers","QB",23,0,"East Carolina","SEA"
"766","Drew Lock","QB",26,5,"Missouri","SEA"
"767","Geno Smith","QB",32,11,"West Virginia","SEA"
"768","Zach Charbonnet","RB",22,0,"UCLA","SEA"
"769","DeeJay Dallas","RB",24,4,"Miami","SEA"
"770","Bryant Koback","RB",25,1,"Toledo","SEA"
"771","Kenny McIntosh","RB",23,0,"Georgia","SEA"
"772","Wayne Taulapapa","RB",25,0,"Washington","SEA"
"773","SaRodorick Thompson Jr.","RB",23,1,"Texas Tech","SEA"
"774","Kenneth Walker III","RB",22,2,"Michigan State","SEA"
"775","Jake Bobo","WR",25,0,"UCLA","SEA"
"776","Dee Eskridge","WR",26,3,"Western Michigan","SEA"
"777","John Hall","WR",25,0,"Northwood (MI)","SEA"
"778","Ra'Shaun Henry","WR",25,1,"Virginia","SEA"
"779","Cade Johnson","WR",25,1,"South Dakota State","SEA"
"780","Matt Landers","WR",24,0,"Kansas","SEA"
"781","Tyjon Lindsey","WR",24,0,"Oregon State","SEA"
"782","Tyler Lockett","WR",30,9,"Kansas State","SEA"
"783","DK Metcalf","WR",25,5,"Ole Miss","SEA"
"784","Jaxon Smith-Njigba","WR",21,0,"Ohio State","SEA"
"785","Cody Thompson","WR",27,2,"Toledo","SEA"
"786","Easop Winston Jr.","WR",26,1,"Washington State","SEA"
"787","Dareke Young","WR",24,2,"Lenoir-Rhyne","SEA"
"788","Will Dissly","TE",27,6,"Washington","SEA"
"789","Noah Fant","TE",25,5,"Iowa","SEA"
"790","Noah Gindorff","TE",24,0,"North Dakota State","SEA"
"791","Griffin Hebert","TE",24,0,"Louisiana Tech","SEA"
"792","Tyler Mabry","TE",26,2,"Maryland","SEA"
"793","Colby Parkinson","TE",24,4,"Stanford","SEA"
"794","Brandon Allen","QB",30,7,"Arkansas","SF"
"795","Sam Darnold","QB",26,6,"USC","SF"
"796","Trey Lance","QB",23,3,"North Dakota State","SF"
"797","Brock Purdy","QB",23,2,"Iowa State","SF"
"798","Tyrion Davis-Price","RB",22,2,"LSU","SF"
"799","Khalan Laborn","RB",24,0,"Marshall","SF"
"800","Jordan Mason","RB",24,2,"Georgia Tech","SF"
"801","Christian McCaffrey","RB",27,7,"Stanford","SF"
"802","Jeremy McNichols","RB",27,4,"Boise State","SF"
"803","Elijah Mitchell","RB",25,3,"Louisiana-Lafayette","SF"
"804","Brandon Aiyuk","WR",25,4,"Arizona State","SF"
"805","Ronnie Bell","WR",23,0,"Michigan","SF"
"806","Chris Conley","WR",30,9,"Georgia","SF"
"807","Danny Gray","WR",24,2,"SMU","SF"
"808","Jauan Jennings","WR",26,3,"Tennessee","SF"
"809","Tay Martin","WR",25,1,"Oklahoma State","SF"
"810","Ray-Ray McCloud III","WR",26,6,"Clemson","SF"
"811","Dazz Newsome","WR",24,1,"North Carolina","SF"
"812","Deebo Samuel","WR",27,5,"South Carolina","SF"
"813","Willie Snead IV","WR",30,8,"Ball State","SF"
"814","Isaiah Winstead","WR",24,0,"East Carolina","SF"
"815","Ross Dwelley","TE",28,6,"San Diego","SF"
"816","Troy Fumagalli","TE",28,5,"Wisconsin","SF"
"817","George Kittle","TE",29,7,"Iowa","SF"
"818","Cameron Latu","TE",23,0,"Alabama","SF"
"819","Brayden Willis","TE",23,0,"Oklahoma","SF"
"820","Charlie Woerner","TE",25,4,"Georgia","SF"
"821","Baker Mayfield","QB",28,6,"Oklahoma","TB"
"822","Kyle Trask","QB",25,3,"Florida","TB"
"823","John Wolford","QB",27,4,"Wake Forest","TB"
"824","Ronnie Brown","RB",23,0,"--","TB"
"825","Chase Edmonds","RB",27,6,"Fordham","TB"
"826","Patrick Laird","RB",27,4,"California","TB"
"827","Sean Tucker","RB",21,0,"Syracuse","TB"
"828","Ke'Shawn Vaughn","RB",26,4,"Vanderbilt","TB"
"829","Rachaad White","RB",24,2,"Arizona State","TB"
"830","Taye Barber","WR",23,0,"TCU","TB"
"831","Mike Evans","WR",29,10,"Texas A&M","TB"
"832","Russell Gage","WR",27,6,"LSU","TB"
"833","Kaylon Geiger","WR",25,1,"Texas Tech","TB"
"834","Chris Godwin","WR",27,7,"Penn State","TB"
"835","Rakim Jarrett","WR",22,0,"Maryland","TB"
"836","Cephus Johnson III","WR",23,0,"Southeastern Louisiana","TB"
"837","Ryan Miller","WR",23,0,"Furman","TB"
"838","David Moore","WR",28,5,"East Central (OK)","TB"
"839","Trey Palmer","WR",22,0,"Nebraska","TB"
"840","Deven Thompkins","WR",23,2,"Utah State","TB"
"841","Kade Warner","WR",24,0,"Kansas State","TB"
"842","Dominique Dafney","TE",26,2,"Indiana State","TB"
"843","Payne Durham","TE",23,0,"Purdue","TB"
"844","Ko Kieft","TE",25,2,"Minnesota","TB"
"845","Cade Otton","TE",24,2,"Washington","TB"
"846","Tanner Taula","TE",24,0,"Illinois State","TB"
"847","David Wells","TE",28,3,"San Diego State","TB"
"848","Will Levis","QB",24,0,"Kentucky","TEN"
"849","Ryan Tannehill","QB",35,12,"Texas A&M","TEN"
"850","Malik Willis","QB",24,2,"Liberty","TEN"
"851","Julius Chestnut","RB",22,0,"Sacred Heart","TEN"
"852","Hassan Haskins","RB",23,2,"Michigan","TEN"
"853","Derrick Henry","RB",29,8,"Alabama","TEN"
"854","Tyjae Spears","RB",22,0,"Tulane","TEN"
"855","Jonathan Ward","RB",25,4,"Central Michigan","TEN"
"856","Treylon Burks","WR",23,2,"Arkansas","TEN"
"857","Colton Dowell","WR",24,0,"UT Martin","TEN"
"858","Tre'Shaun Harrison","WR",23,0,"Oregon State","TEN"
"859","Gavin Holmes","WR",24,0,"Baylor","TEN"
"860","DeAndre Hopkins","WR",31,10,"Clemson","TEN"
"861","Kearis Jackson","WR",23,0,"Georgia","TEN"
"862","Mason Kinsey","WR",24,1,"Berry College","TEN"
"863","Racey McMath","WR",24,3,"LSU","TEN"
"864","Chris Moore","WR",30,8,"Cincinnati","TEN"
"865","Kyle Philips","WR",24,2,"UCLA","TEN"
"866","Reggie Roberson Jr.","WR",24,1,"SMU","TEN"
"867","Nick Westbrook-Ikhine","WR",26,4,"Indiana","TEN"
"868","Alize Mack","TE",26,1,"Notre Dame","TEN"
"869","Thomas Odukoya","TE",26,1,"Eastern Michigan","TEN"
"870","Chigoziem Okonkwo","TE",23,2,"Maryland","TEN"
"871","Kevin Rader","TE",28,3,"Youngstown State","TEN"
"872","Justin Rigg","TE",25,1,"Kentucky","TEN"
"873","Trevon Wesco","TE",27,5,"West Virginia","TEN"
"874","Josh Whyle","TE",23,0,"Cincinnati","TEN"
"875","Jacoby Brissett","QB",30,8,"NC State","WSH"
"876","Jake Fromm","QB",25,3,"Georgia","WSH"
"877","Sam Howell","QB",22,2,"North Carolina","WSH"
"878","Alex Armah","RB",29,5,"West Georgia","WSH"
"879","Antonio Gibson","RB",25,4,"Memphis","WSH"
"880","Derrick Gore","RB",28,5,"Louisiana-Monroe","WSH"
"881","Jaret Patterson","RB",23,2,"Buffalo","WSH"
"882","Brian Robinson Jr.","RB",24,2,"Alabama","WSH"
"883","Chris Rodriguez Jr.","RB",23,0,"Kentucky","WSH"
"884","Jonathan Williams","RB",29,7,"Arkansas","WSH"
"885","Kazmeir Allen","WR",23,0,"UCLA","WSH"
"886","Zion Bowens","WR",24,0,"Hawai'i'","WSH"
"887","Dyami Brown","WR",23,3,"North Carolina","WSH"
"888","Jahan Dotson","WR",23,2,"Penn State","WSH"
"889","Marcus Kemp","WR",27,5,"Hawai'i'","WSH"
"890","Kyric McGowan","WR",23,1,"Georgia Tech","WSH"
"891","Terry McLaurin","WR",27,5,"Ohio State","WSH"
"892","Dax Milne","WR",24,3,"BYU","WSH"
"893","Byron Pringle","WR",29,6,"Kansas State","WSH"
"894","Jalen Sample","WR",24,0,"Minnesota State-Mankato","WSH"
"895","Curtis Samuel","WR",27,7,"Ohio State","WSH"
"896","Mitchell Tinsley","WR",23,0,"Penn State","WSH"
"897","Brycen Tremayne","WR",23,0,"Stanford","WSH"
"898","John Bates","TE",25,3,"Boise State","WSH"
"899","Brandon Dillon","TE",26,1,"Marian College","WSH"
"900","Curtis Hodges","TE",24,2,"Arizona State","WSH"
"901","Logan Thomas","TE",32,9,"Virginia Tech","WSH"
"902","Cole Turner","TE",23,2,"Nevada","WSH"
