player_name,recent_team,pos,g,p_att,cmp,p_yd,p_td,int,car,r_yd,r_td,tgt,rec,rec_yd,rec_td,fmb,tp_c,f_ppr,tgt_share,ypc,ypr,cmp_pct,td_rate
T.Davis-Price,PHI,RB,1,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,,2.3333333333333335,,,
W.Shipley,PHI,RB,5,0.0,0.0,0.0,0.0,0.0,30.0,82.0,0.0,4.0,4.0,35.0,0.0,0.0,0.0,15.7,,2.7333333333333334,8.75,,
D.Goedert,PHI,TE,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,42.0,496.0,2.0,0.0,0.0,103.6,,,11.80952380952381,,
E.Jenkins,PHI,TE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,1.0,0.0,0.0,7.7,,,7.0,,
G.Calcaterra,PHI,TE,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,24.0,298.0,1.0,0.0,0.0,59.8,,,12.416666666666666,,
J.Stoll,PHI,TE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,10.0,0.0,0.0,0.0,3.0,,,5.0,,
A.Brown,PHI,WR,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,67.0,1079.0,7.0,0.0,0.0,216.9,,,16.104477611940297,,
A.Smith,PHI,WR,3,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,9.0,7.0,41.0,1.0,0.0,0.0,17.7,,3.0,5.857142857142857,,
B.Covey,PHI,WR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,34.0,0.0,0.0,0.0,10.4,,,4.857142857142857,,
D.Smith,PHI,WR,13,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,89.0,68.0,833.0,8.0,0.0,0.0,199.4,,1.0,12.25,,
J.Dotson,PHI,WR,14,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,33.0,19.0,216.0,0.0,0.0,0.0,41.9,,13.0,11.368421052631579,,
J.Ross,PHI,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.6,,,6.0,,
J.Wilson,PHI,WR,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,38.0,1.0,0.0,0.0,14.8,,,7.6,,
P.Campbell,PHI,WR,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,30.0,1.0,0.0,0.0,15.0,,,5.0,,
J.Fields,PIT,QB,10,161.0,106.0,1106.0,5.0,1.0,62.0,289.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,119.14,0.0,4.661290322580645,,0.6583850931677019,0.031055900621118012
K.Allen,PIT,QB,1,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,,,1.0,0.0
R.Wilson,PIT,QB,11,336.0,214.0,2482.0,16.0,5.0,43.0,155.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,172.78,0.0,3.604651162790698,,0.6369047619047619,0.047619047619047616
A.Shampklin,PIT,RB,3,0.0,0.0,0.0,0.0,0.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,,2.8333333333333335,,,
C.Patterson,PIT,RB,13,0.0,0.0,0.0,0.0,0.0,32.0,135.0,0.0,14.0,12.0,80.0,1.0,1.0,0.0,37.5,,4.21875,6.666666666666667,,
J.Ward,PIT,RB,2,0.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,,4.4,,,
J.Warren,PIT,RB,15,0.0,0.0,0.0,0.0,0.0,120.0,511.0,1.0,47.0,38.0,310.0,0.0,1.0,0.0,124.1,,4.258333333333334,8.157894736842104,,
N.Harris,PIT,RB,17,0.0,0.0,0.0,0.0,0.0,263.0,1043.0,6.0,48.0,36.0,283.0,0.0,0.0,0.0,204.6,,3.9657794676806084,7.861111111111111,,
C.Heyward,PIT,TE,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,40.0,1.0,0.0,0.0,16.0,,,6.666666666666667,,
D.Washington,PIT,TE,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,19.0,200.0,1.0,0.0,0.0,45.0,,,10.526315789473685,,
M.Pruitt,PIT,TE,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,40.0,1.0,0.0,0.0,16.0,,,6.666666666666667,,
P.Freiermuth,PIT,TE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,65.0,653.0,7.0,0.0,0.0,168.3,,,10.046153846153846,,
B.Johnson,PIT,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,1.9,,,9.0,,
B.Skowronek,PIT,WR,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,69.0,0.0,0.0,0.0,11.9,,,13.8,,
C.Austin,PIT,WR,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,36.0,548.0,4.0,0.0,0.0,120.8,,,15.222222222222221,,
G.Pickens,PIT,WR,14,0.0,0.0,0.0,0.0,0.0,2.0,-6.0,0.0,103.0,59.0,900.0,3.0,0.0,0.0,164.4,,-3.0,15.254237288135593,,
M.Williams,PIT,WR,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,132.0,1.0,0.0,0.0,28.2,,,14.666666666666666,,
S.Miller,PIT,WR,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,69.0,0.0,0.0,0.0,11.899999999999999,,,13.8,,
V.Jefferson,PIT,WR,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,24.0,276.0,2.0,0.0,0.0,63.6,,,11.5,,
G.Smith,SEA,QB,17,578.0,407.0,4320.0,21.0,15.0,53.0,272.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,0.0,5.132075471698113,,0.7041522491349481,0.03633217993079585
S.Howell,SEA,QB,1,14.0,5.0,24.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.84,0.0,2.0,,0.35714285714285715,0.0
G.Holani,SEA,RB,2,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.9,,3.3333333333333335,-1.0,,
K.McIntosh,SEA,RB,7,0.0,0.0,0.0,0.0,0.0,31.0,172.0,0.0,4.0,3.0,22.0,0.0,0.0,0.0,22.4,,5.548387096774194,7.333333333333333,,
K.Walker,SEA,RB,11,0.0,0.0,0.0,0.0,0.0,153.0,573.0,7.0,53.0,46.0,299.0,1.0,0.0,0.0,181.2,,3.7450980392156863,6.5,,
Z.Charbonnet,SEA,RB,17,0.0,0.0,0.0,0.0,0.0,135.0,569.0,8.0,52.0,42.0,308.0,1.0,0.0,0.0,183.7,,4.214814814814815,7.333333333333333,,
A.Barner,SEA,TE,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,30.0,245.0,4.0,0.0,0.0,78.5,,,8.166666666666666,,
N.Fant,SEA,TE,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,48.0,500.0,1.0,0.0,0.0,104.0,,,10.416666666666666,,
P.Brown,SEA,TE,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,65.0,0.0,0.0,0.0,12.5,,,8.125,,
C.White,SEA,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,44.0,0.0,0.0,0.0,6.4,,,22.0,,
D.Metcalf,SEA,WR,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,66.0,992.0,5.0,0.0,0.0,191.2,,,15.030303030303031,,
D.Young,SEA,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
J.Bobo,SEA,WR,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,107.0,1.0,0.0,0.0,29.7,,,8.23076923076923,,
J.Smith-Njigba,SEA,WR,17,1.0,1.0,35.0,0.0,0.0,5.0,26.0,0.0,137.0,100.0,1130.0,6.0,0.0,0.0,253.0,137.0,5.2,11.3,1.0,0.0
L.Shenault,SEA,WR,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,36.0,0.0,0.0,0.0,14.7,,1.0,7.2,,
T.Lockett,SEA,WR,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,49.0,600.0,2.0,0.0,0.0,121.0,,,12.244897959183673,,
K.Juszczyk,SF,FB,14,0.0,0.0,0.0,0.0,0.0,5.0,26.0,1.0,31.0,19.0,200.0,2.0,1.0,0.0,57.6,,5.2,10.526315789473685,,
B.Allen,SF,QB,3,30.0,17.0,199.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.360000000000001,0.0,1.3333333333333333,,0.5666666666666667,0.03333333333333333
B.Purdy,SF,QB,15,455.0,300.0,3864.0,20.0,12.0,66.0,323.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,266.86,0.0,4.893939393939394,,0.6593406593406593,0.04395604395604396
J.Dobbs,SF,QB,2,47.0,32.0,361.0,2.0,2.0,9.0,24.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,30.839999999999996,0.0,2.6666666666666665,,0.6808510638297872,0.0425531914893617
C.McCaffrey,SF,RB,4,0.0,0.0,0.0,0.0,0.0,50.0,202.0,0.0,19.0,15.0,146.0,0.0,0.0,0.0,47.8,,4.04,9.733333333333333,,
I.Guerendo,SF,RB,13,0.0,0.0,0.0,0.0,0.0,84.0,420.0,4.0,16.0,15.0,152.0,0.0,0.0,0.0,96.2,,5.0,10.133333333333333,,
J.Mason,SF,RB,12,0.0,0.0,0.0,0.0,0.0,153.0,789.0,3.0,14.0,11.0,91.0,0.0,1.0,0.0,115.0,,5.1568627450980395,8.272727272727273,,
K.Vaughn,SF,RB,1,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,2.0,,,
P.Taylor,SF,RB,5,0.0,0.0,0.0,0.0,0.0,39.0,183.0,1.0,11.0,3.0,25.0,0.0,0.0,0.0,29.8,,4.6923076923076925,8.333333333333334,,
B.Willis,SF,TE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
E.Saubert,SF,TE,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,97.0,1.0,0.0,0.0,26.7,,,8.818181818181818,,
G.Kittle,SF,TE,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,78.0,1106.0,8.0,0.0,0.0,236.6,,,14.179487179487179,,
B.Aiyuk,SF,WR,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,25.0,374.0,0.0,0.0,0.0,62.4,,,14.96,,
C.Conley,SF,WR,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,76.0,0.0,0.0,0.0,13.6,,,12.666666666666666,,
D.Samuel,SF,WR,14,0.0,0.0,0.0,0.0,0.0,42.0,136.0,1.0,81.0,51.0,670.0,3.0,0.0,0.0,155.6,,3.238095238095238,13.137254901960784,,
J.Cowing,SF,WR,3,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,6.0,4.0,80.0,0.0,0.0,0.0,12.7,,7.0,20.0,,
J.Jennings,SF,WR,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,77.0,975.0,6.0,0.0,0.0,210.5,,,12.662337662337663,,
R.Bell,SF,WR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,22.0,0.0,0.0,0.0,4.2,,,11.0,,
R.Pearsall,SF,WR,10,1.0,0.0,0.0,0.0,0.0,3.0,45.0,0.0,46.0,31.0,400.0,3.0,0.0,0.0,93.5,46.0,15.0,12.903225806451612,0.0,0.0
T.Taylor,SF,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,2.1,,,11.0,,
B.Mayfield,TB,QB,17,570.0,407.0,4500.0,41.0,16.0,60.0,378.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,365.8,0.0,6.3,,0.7140350877192982,0.07192982456140351
K.Trask,TB,QB,3,1.0,1.0,5.0,0.0,0.0,5.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.8,,1.0,0.0
B.Irving,TB,RB,17,0.0,0.0,0.0,0.0,0.0,207.0,1122.0,8.0,52.0,47.0,392.0,0.0,1.0,0.0,244.4,,5.420289855072464,8.340425531914894,,
R.White,TB,RB,15,0.0,0.0,0.0,0.0,0.0,144.0,613.0,3.0,57.0,51.0,393.0,6.0,2.0,0.0,199.6,,4.256944444444445,7.705882352941177,,
S.Tucker,TB,RB,11,0.0,0.0,0.0,0.0,0.0,50.0,308.0,2.0,12.0,9.0,109.0,1.0,0.0,0.0,68.7,,6.16,12.11111111111111,,
C.Otton,TB,TE,14,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,0.0,87.0,59.0,600.0,4.0,0.0,0.0,140.6,,-4.0,10.169491525423728,,
D.Culp,TB,TE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,88.0,0.0,0.0,0.0,13.799999999999999,,,17.6,,
P.Durham,TB,TE,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,115.0,2.0,0.0,0.0,34.5,,,10.454545454545455,,
C.Godwin,TB,WR,7,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,62.0,50.0,576.0,5.0,0.0,0.0,137.8,,2.0,11.52,,
J.McMillan,TB,WR,13,0.0,0.0,0.0,0.0,0.0,4.0,43.0,0.0,58.0,37.0,461.0,8.0,0.0,0.0,135.4,,10.75,12.45945945945946,,
K.Johnson,TB,WR,3,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,,5.5,,,
M.Evans,TB,WR,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,74.0,1004.0,11.0,0.0,0.0,240.4,,,13.567567567567568,,
R.Jarrett,TB,WR,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,124.0,0.0,0.0,0.0,21.400000000000002,,,13.777777777777779,,
R.Miller,TB,WR,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,128.0,2.0,0.0,0.0,36.8,,,10.666666666666666,,
S.Shepard,TB,WR,13,0.0,0.0,0.0,0.0,0.0,8.0,69.0,0.0,51.0,32.0,334.0,1.0,0.0,1.0,80.3,,8.625,10.4375,,
T.Palmer,TB,WR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,172.0,1.0,0.0,0.0,35.2,,,14.333333333333334,,
M.Rudolph,TEN,QB,8,228.0,146.0,1530.0,9.0,9.0,25.0,106.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,95.8,0.0,4.24,,0.6403508771929824,0.039473684210526314
W.Levis,TEN,QB,12,301.0,190.0,2091.0,13.0,12.0,45.0,183.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,119.94,0.0,4.066666666666666,,0.6312292358803987,0.04318936877076412
J.Chestnut,TEN,RB,7,0.0,0.0,0.0,0.0,0.0,22.0,102.0,0.0,3.0,2.0,11.0,0.0,0.0,0.0,13.3,,4.636363636363637,5.5,,
J.Kelley,TEN,RB,1,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,2.0,,,
T.Pollard,TEN,RB,16,0.0,0.0,0.0,0.0,0.0,260.0,1079.0,5.0,57.0,41.0,238.0,0.0,2.0,1.0,200.7,,4.15,5.804878048780488,,
T.Spears,TEN,RB,12,0.0,0.0,0.0,0.0,0.0,84.0,312.0,4.0,35.0,30.0,224.0,1.0,0.0,0.0,113.6,,3.7142857142857144,7.466666666666667,,
C.Okonkwo,TEN,TE,16,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,70.0,52.0,479.0,2.0,0.0,1.0,113.6,,17.0,9.211538461538462,,
D.Martin-Robinson,TEN,TE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.6,,,6.0,,
J.Whyle,TEN,TE,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,28.0,248.0,1.0,0.0,1.0,60.8,,,8.857142857142858,,
N.Vannett,TEN,TE,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,135.0,3.0,0.0,0.0,48.5,,,7.9411764705882355,,
B.Oliver,TEN,WR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,95.0,0.0,0.0,0.0,15.5,,,15.833333333333334,,
C.Ridley,TEN,WR,17,0.0,0.0,0.0,0.0,0.0,8.0,55.0,1.0,120.0,64.0,1017.0,4.0,1.0,0.0,199.20000000000002,,6.875,15.890625,,
D.Hopkins,TEN,WR,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,173.0,1.0,0.0,0.0,38.3,,,11.533333333333333,,
J.Jackson,TEN,WR,2,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,1.3,,-5.0,8.0,,
M.Kinsey,TEN,WR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,3.7,,,8.5,,
N.Westbrook-Ikhine,TEN,WR,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,32.0,497.0,9.0,0.0,0.0,135.7,,,15.53125,,
T.Boyd,TEN,WR,15,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,57.0,39.0,390.0,0.0,0.0,0.0,78.3,57.0,3.0,10.0,0.0,0.0
T.Burks,TEN,WR,5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,4.0,34.0,0.0,0.0,0.0,7.5,,0.5,8.5,,
T.Martin,TEN,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,49.0,1.0,0.0,0.0,11.9,,,49.0,,
J.Daniels,WAS,QB,17,480.0,331.0,3568.0,25.0,9.0,148.0,891.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,355.82,0.0,6.02027027027027,,0.6895833333333333,0.052083333333333336
M.Mariota,WAS,QB,3,44.0,34.0,364.0,4.0,0.0,18.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.76,0.0,5.111111111111111,,0.7727272727272727,0.09090909090909091
A.Ekeler,WAS,RB,12,0.0,0.0,0.0,0.0,0.0,77.0,367.0,4.0,41.0,35.0,366.0,0.0,0.0,0.0,132.3,,4.766233766233766,10.457142857142857,,
B.Robinson,WAS,RB,14,0.0,0.0,0.0,0.0,0.0,187.0,799.0,8.0,25.0,20.0,159.0,0.0,2.0,0.0,159.79999999999998,,4.2727272727272725,7.95,,
C.Rodriguez,WAS,RB,6,0.0,0.0,0.0,0.0,0.0,35.0,173.0,2.0,1.0,1.0,12.0,0.0,0.0,0.0,31.5,,4.942857142857143,12.0,,
J.McNichols,WAS,RB,14,0.0,0.0,0.0,0.0,0.0,55.0,261.0,4.0,12.0,9.0,27.0,0.0,0.0,1.0,63.8,,4.745454545454545,3.0,,
B.Sinnott,WAS,TE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,28.0,1.0,0.0,0.0,13.8,,,5.6,,
J.Bates,WAS,TE,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,84.0,0.0,0.0,0.0,14.4,,,10.5,,
Z.Ertz,WAS,TE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,66.0,654.0,7.0,0.0,2.0,177.4,,,9.909090909090908,,
B.Tremayne,WAS,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.8,,,-2.0,,
D.Brown,WAS,WR,15,1.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,40.0,30.0,308.0,1.0,0.0,0.0,67.4,40.0,8.666666666666666,10.266666666666667,0.0,0.0
J.Crowder,WAS,WR,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,72.0,2.0,0.0,0.0,28.2,,,8.0,,
L.McCaffrey,WAS,WR,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,168.0,0.0,0.0,0.0,34.8,,,9.333333333333334,,
N.Brown,WAS,WR,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,35.0,453.0,1.0,0.0,0.0,86.3,,,12.942857142857143,,
O.Zaccheaus,WAS,WR,15,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,64.0,45.0,506.0,3.0,0.0,0.0,114.4,,8.0,11.244444444444444,,
T.McLaurin,WAS,WR,17,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,117.0,82.0,1096.0,13.0,1.0,0.0,267.8,,1.0,13.365853658536585,,
