player_name,recent_team,pos,g,p_att,cmp,p_yd,p_td,int,car,r_yd,r_td,tgt,rec,rec_yd,rec_td,fmb,tp_c,f_ppr,tgt_share,ypc,ypr,cmp_pct,td_rate
C.Tune,ARI,QB,5,2.0,2.0,8.0,0.0,0.0,7.0,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.08,0.0,-0.5714285714285714,,1.0,0.0
K.Murray,ARI,QB,17,541.0,372.0,3851.0,21.0,11.0,78.0,572.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,297.24,0.0,7.333333333333333,,0.6876155268022182,0.038817005545286505
D.Dallas,ARI,RB,7,0.0,0.0,0.0,0.0,0.0,9.0,49.0,0.0,3.0,3.0,11.0,1.0,0.0,0.0,21.0,,5.444444444444445,3.6666666666666665,,
E.Demercado,ARI,RB,13,0.0,0.0,0.0,0.0,0.0,24.0,223.0,1.0,20.0,16.0,104.0,0.0,0.0,0.0,54.7,,9.291666666666666,6.5,,
J.Conner,ARI,RB,16,0.0,0.0,0.0,0.0,0.0,236.0,1094.0,8.0,55.0,47.0,414.0,1.0,0.0,2.0,253.8,,4.635593220338983,8.808510638297872,,
M.Carter,ARI,RB,3,0.0,0.0,0.0,0.0,0.0,35.0,131.0,1.0,11.0,11.0,57.0,0.0,0.0,0.0,35.8,,3.742857142857143,5.181818181818182,,
T.Benson,ARI,RB,12,0.0,0.0,0.0,0.0,0.0,63.0,291.0,1.0,6.0,6.0,59.0,0.0,0.0,0.0,47.0,,4.619047619047619,9.833333333333334,,
T.Jones,ARI,RB,1,0.0,0.0,0.0,0.0,0.0,4.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,,13.75,,,
E.Higgins,ARI,TE,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,172.0,2.0,0.0,0.0,49.2,,,8.6,,
T.McBride,ARI,TE,16,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,147.0,111.0,1146.0,2.0,0.0,0.0,243.8,,2.0,10.324324324324325,,
T.Reiman,ARI,TE,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,37.0,0.0,0.0,0.0,9.7,,,6.166666666666667,,
G.Dortch,ARI,WR,17,0.0,0.0,0.0,0.0,0.0,5.0,31.0,0.0,50.0,37.0,342.0,3.0,0.0,0.0,90.3,,6.2,9.243243243243244,,
M.Harrison,ARI,WR,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,62.0,885.0,8.0,0.0,0.0,196.5,,,14.274193548387096,,
M.Wilson,ARI,WR,16,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,71.0,47.0,548.0,4.0,0.0,0.0,124.5,,7.0,11.659574468085106,,
X.Weaver,ARI,WR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Z.Jones,ARI,WR,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,84.0,0.0,0.0,0.0,16.4,,,10.5,,
K.Cousins,ATL,QB,14,453.0,303.0,3508.0,18.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,176.32,0.0,0.0,,0.6688741721854304,0.039735099337748346
M.Penix,ATL,QB,5,105.0,61.0,775.0,3.0,3.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.1,0.0,1.5714285714285714,,0.580952380952381,0.02857142857142857
B.Robinson,ATL,RB,17,0.0,0.0,0.0,0.0,0.0,304.0,1456.0,14.0,72.0,61.0,431.0,1.0,0.0,1.0,341.7,,4.7894736842105265,7.065573770491803,,
J.McClellan,ATL,RB,2,0.0,0.0,0.0,0.0,0.0,13.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,,2.4615384615384617,,,
T.Allgeier,ATL,RB,17,0.0,0.0,0.0,0.0,0.0,137.0,644.0,3.0,13.0,13.0,88.0,0.0,0.0,1.0,106.2,,4.700729927007299,6.769230769230769,,
C.Woerner,ATL,TE,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,46.0,0.0,0.0,0.0,11.6,,,6.571428571428571,,
K.Pitts,ATL,TE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,47.0,602.0,4.0,0.0,0.0,131.2,,,12.808510638297872,,
R.Dwelley,ATL,TE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.5,,,5.0,,
C.Blair,ATL,WR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,17.0,0.0,0.0,0.0,2.7,,,17.0,,
C.Washington,ATL,WR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,14.0,0.0,0.0,0.0,2.4,,,14.0,,
D.London,ATL,WR,17,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,158.0,100.0,1271.0,9.0,0.0,0.0,280.8,,-3.0,12.71,,
D.Mooney,ATL,WR,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,64.0,992.0,5.0,0.0,0.0,193.2,106.0,,15.5,0.0,0.0
K.Hodge,ATL,WR,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,131.0,1.0,0.0,0.0,32.1,,,18.714285714285715,,
R.McCloud,ATL,WR,17,0.0,0.0,0.0,0.0,0.0,10.0,79.0,0.0,87.0,62.0,686.0,1.0,0.0,0.0,142.5,,7.9,11.064516129032258,,
P.Ricard,BAL,FB,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,22.0,1.0,0.0,0.0,11.2,,,7.333333333333333,,
J.Johnson,BAL,QB,4,3.0,2.0,17.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.25,,0.6666666666666666,0.0
L.Jackson,BAL,QB,17,474.0,316.0,4172.0,41.0,4.0,139.0,915.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,430.38,0.0,6.58273381294964,,0.6666666666666666,0.08649789029535865
D.Henry,BAL,RB,17,0.0,0.0,0.0,0.0,0.0,325.0,1921.0,16.0,22.0,19.0,193.0,2.0,1.0,0.0,336.4,,5.9107692307692306,10.157894736842104,,
J.Hill,BAL,RB,15,0.0,0.0,0.0,0.0,0.0,47.0,228.0,1.0,51.0,42.0,383.0,3.0,0.0,0.0,127.10000000000001,,4.851063829787234,9.119047619047619,,
K.Mitchell,BAL,RB,2,0.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,1.0,1.0,28.0,0.0,0.0,0.0,6.8,,2.0,28.0,,
R.Ali,BAL,RB,4,0.0,0.0,0.0,0.0,0.0,10.0,31.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.1,,3.1,,,
C.Kolar,BAL,TE,7,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,11.0,9.0,131.0,1.0,0.0,0.0,28.3,,2.0,14.555555555555555,,
I.Likely,BAL,TE,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,42.0,477.0,6.0,0.0,0.0,123.7,,,11.357142857142858,,
M.Andrews,BAL,TE,17,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,69.0,55.0,673.0,11.0,0.0,0.0,188.8,,1.25,12.236363636363636,,
A.Miller,BAL,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,2.6,,,16.0,,
D.Johnson,BAL,WR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,1.6,,,6.0,,
D.Walker,BAL,WR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,21.0,1.0,0.0,0.0,9.1,,,21.0,,
N.Agholor,BAL,WR,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,14.0,231.0,2.0,0.0,0.0,49.1,,,16.5,,
R.Bateman,BAL,WR,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,45.0,756.0,9.0,0.0,0.0,174.6,,,16.8,,
T.Wallace,BAL,WR,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,193.0,1.0,0.0,0.0,36.3,,,17.545454545454547,,
Z.Flowers,BAL,WR,17,0.0,0.0,0.0,0.0,0.0,9.0,56.0,0.0,116.0,74.0,1059.0,4.0,0.0,0.0,209.5,,6.222222222222222,14.31081081081081,,
R.Gilliam,BUF,FB,2,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,,2.3333333333333335,,,
J.Allen,BUF,QB,16,483.0,307.0,3731.0,28.0,6.0,102.0,531.0,12.0,0.0,0.0,0.0,0.0,2.0,1.0,372.34000000000003,0.0,5.205882352941177,,0.6356107660455487,0.057971014492753624
M.Trubisky,BUF,QB,8,26.0,19.0,179.0,2.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.26,0.0,0.058823529411764705,,0.7307692307692307,0.07692307692307693
M.White,BUF,QB,1,11.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,,,0.2727272727272727,0.0
J.Cook,BUF,RB,16,0.0,0.0,0.0,0.0,0.0,207.0,1009.0,16.0,38.0,32.0,258.0,2.0,0.0,0.0,266.7,,4.874396135265701,8.0625,,
R.Davis,BUF,RB,16,0.0,0.0,0.0,0.0,0.0,113.0,442.0,3.0,19.0,17.0,189.0,3.0,0.0,0.0,116.1,,3.911504424778761,11.117647058823529,,
T.Johnson,BUF,RB,17,0.0,0.0,0.0,0.0,0.0,41.0,213.0,1.0,25.0,18.0,284.0,3.0,0.0,0.0,91.7,,5.195121951219512,15.777777777777779,,
D.Kincaid,BUF,TE,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,44.0,448.0,2.0,0.0,0.0,100.8,,,10.181818181818182,,
D.Knox,BUF,TE,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,22.0,311.0,1.0,0.0,0.0,59.1,,,14.136363636363637,,
Q.Morris,BUF,TE,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,36.0,1.0,0.0,0.0,14.6,,,7.2,,
Z.Davidson,BUF,TE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.5,,,5.0,,
A.Cooper,BUF,WR,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,297.0,2.0,0.0,0.0,61.7,,,14.85,,
C.Samuel,BUF,WR,14,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,46.0,31.0,253.0,1.0,0.0,0.0,63.7,,2.8,8.161290322580646,,
K.Coleman,BUF,WR,13,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,57.0,29.0,556.0,4.0,0.0,1.0,111.5,,9.0,19.17241379310345,,
K.Shakir,BUF,WR,15,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,100.0,76.0,821.0,4.0,0.0,0.0,182.5,,2.0,10.802631578947368,,
M.Hollins,BUF,WR,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,31.0,378.0,5.0,0.0,0.0,98.8,,,12.193548387096774,,
M.Valdes-Scantling,BUF,WR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,26.0,0.0,0.0,0.0,4.6,,,13.0,,
T.Shavers,BUF,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,69.0,1.0,0.0,0.0,13.9,,,69.0,,
A.Dalton,CAR,QB,6,160.0,106.0,989.0,7.0,6.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.96,0.0,3.090909090909091,,0.6625,0.04375
B.Young,CAR,QB,14,384.0,234.0,2403.0,15.0,9.0,43.0,249.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,195.02,0.0,5.790697674418604,,0.609375,0.0390625
C.Hubbard,CAR,RB,15,0.0,0.0,0.0,0.0,0.0,250.0,1195.0,10.0,54.0,43.0,171.0,1.0,1.0,1.0,241.6,,4.78,3.9767441860465116,,
J.Brooks,CAR,RB,3,0.0,0.0,0.0,0.0,0.0,9.0,22.0,0.0,3.0,3.0,23.0,0.0,0.0,0.0,7.5,,2.4444444444444446,7.666666666666667,,
M.Boone,CAR,RB,5,0.0,0.0,0.0,0.0,0.0,13.0,51.0,0.0,3.0,1.0,-2.0,0.0,0.0,0.0,5.9,,3.923076923076923,-2.0,,
M.Sanders,CAR,RB,11,0.0,0.0,0.0,0.0,0.0,55.0,205.0,2.0,30.0,24.0,148.0,1.0,0.0,0.0,77.3,,3.727272727272727,6.166666666666667,,
R.Blackshear,CAR,RB,3,0.0,0.0,0.0,0.0,0.0,15.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,5.333333333333333,,,
V.Jones,CAR,RB,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,
F.Franks,CAR,TE,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,2.2,,,12.0,,
I.Thomas,CAR,TE,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,7.0,0.0,0.0,0.0,3.7,,,2.3333333333333335,,
J.Matthews,CAR,TE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
J.Sanders,CAR,TE,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,33.0,342.0,1.0,0.0,0.0,73.2,,,10.363636363636363,,
S.Sullivan,CAR,TE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
T.Tremble,CAR,TE,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,23.0,234.0,2.0,0.0,0.0,56.4,,,10.173913043478262,,
A.Thielen,CAR,WR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,48.0,615.0,5.0,0.0,0.0,139.5,,,12.8125,,
D.Chisena,CAR,WR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,37.0,0.0,0.0,0.0,6.7,,,12.333333333333334,,
D.Johnson,CAR,WR,7,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,58.0,30.0,357.0,3.0,0.0,0.0,84.3,,3.0,11.9,,
D.Moore,CAR,WR,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,32.0,351.0,3.0,0.0,0.0,85.10000000000001,,0.0,10.96875,,
D.Thompkins,CAR,WR,4,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,4.0,4.0,20.0,0.0,0.0,0.0,6.7,,3.5,5.0,,
J.Coker,CAR,WR,11,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,46.0,32.0,478.0,2.0,0.0,0.0,92.56,46.0,,14.9375,1.0,0.0
J.Mingo,CAR,WR,8,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,26.0,12.0,121.0,0.0,1.0,0.0,22.6,,2.5,10.083333333333334,,
X.Legette,CAR,WR,15,0.0,0.0,0.0,0.0,0.0,6.0,24.0,0.0,84.0,49.0,497.0,4.0,0.0,0.0,125.10000000000001,,4.0,10.142857142857142,,
C.Williams,CHI,QB,17,562.0,351.0,3541.0,20.0,6.0,81.0,489.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,254.54,0.0,6.037037037037037,,0.6245551601423488,0.03558718861209965
T.Bagent,CHI,QB,4,2.0,2.0,11.0,0.0,0.0,6.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26,0.0,-1.1666666666666667,,1.0,0.0
D.Evans,CHI,RB,1,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,1.0,,,
D.Swift,CHI,RB,17,0.0,0.0,0.0,0.0,0.0,253.0,959.0,6.0,52.0,42.0,386.0,0.0,0.0,1.0,214.5,,3.7905138339920947,9.19047619047619,,
K.Herbert,CHI,RB,3,0.0,0.0,0.0,0.0,0.0,8.0,16.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,10.0,,2.0,2.0,,
R.Johnson,CHI,RB,12,0.0,0.0,0.0,0.0,0.0,55.0,150.0,6.0,20.0,16.0,104.0,0.0,0.0,0.0,77.39999999999999,,2.727272727272727,6.5,,
T.Homer,CHI,RB,4,0.0,0.0,0.0,0.0,0.0,6.0,23.0,0.0,3.0,3.0,11.0,0.0,0.0,0.0,6.3999999999999995,,3.8333333333333335,3.6666666666666665,,
V.Jones,CHI,RB,1,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,2.9,,5.5,8.0,,
C.Kmet,CHI,TE,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,47.0,474.0,4.0,0.0,1.0,120.4,,,10.085106382978724,,
G.Everett,CHI,TE,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,36.0,0.0,0.0,0.0,11.6,,,4.5,,
M.Lewis,CHI,TE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.2,,,2.0,,
C.Johnson,CHI,WR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.6,,,6.0,,
D.Carter,CHI,WR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,72.0,0.0,0.0,0.0,16.2,,,8.0,,
D.Moore,CHI,WR,17,1.0,0.0,0.0,0.0,0.0,14.0,75.0,0.0,140.0,98.0,966.0,6.0,0.0,1.0,238.1,140.0,5.357142857142857,9.857142857142858,0.0,0.0
K.Allen,CHI,WR,15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,121.0,70.0,744.0,7.0,0.0,0.0,184.4,121.0,,10.628571428571428,0.0,0.0
R.Odunze,CHI,WR,17,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,101.0,54.0,734.0,3.0,0.0,0.0,144.9,,5.0,13.592592592592593,,
T.Scott,CHI,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.5,,,5.0,,
J.Browning,CIN,QB,2,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,,-1.0,,,
J.Burrow,CIN,QB,17,652.0,460.0,4918.0,43.0,9.0,42.0,201.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,372.82,0.0,4.785714285714286,,0.7055214723926381,0.06595092024539877
C.Brown,CIN,RB,16,0.0,0.0,0.0,0.0,0.0,229.0,990.0,7.0,65.0,54.0,360.0,4.0,1.0,1.0,255.0,,4.323144104803493,6.666666666666667,,
K.Herbert,CIN,RB,5,0.0,0.0,0.0,0.0,0.0,28.0,114.0,0.0,9.0,8.0,21.0,0.0,0.0,0.0,21.5,,4.071428571428571,2.625,,
Z.Moss,CIN,RB,8,0.0,0.0,0.0,0.0,0.0,74.0,242.0,2.0,27.0,23.0,187.0,1.0,1.0,0.0,81.9,,3.27027027027027,8.130434782608695,,
C.Grandy,CIN,TE,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,28.0,0.0,0.0,0.0,7.8,,,5.6,,
D.Sample,CIN,TE,11,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,0.0,22.0,20.0,109.0,1.0,0.0,0.0,36.5,,-4.0,5.45,,
E.All,CIN,TE,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,158.0,0.0,0.0,0.0,35.8,,,7.9,,
M.Gesicki,CIN,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,65.0,665.0,2.0,0.0,0.0,141.5,,,10.23076923076923,,
T.Hudson,CIN,TE,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,19.0,154.0,1.0,0.0,0.0,38.5,,1.0,8.105263157894736,,
A.Iosivas,CIN,WR,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,36.0,479.0,6.0,0.0,0.0,119.9,,,13.305555555555555,,
C.Jones,CIN,WR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,7.5,,,5.0,,
J.Burton,CIN,WR,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,107.0,0.0,0.0,0.0,14.7,,,26.75,,
J.Chase,CIN,WR,17,0.0,0.0,0.0,0.0,0.0,3.0,32.0,0.0,175.0,127.0,1708.0,17.0,0.0,0.0,403.0,,10.666666666666666,13.448818897637794,,
K.Pryor,CIN,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,1.9,,,9.0,,
T.Higgins,CIN,WR,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,73.0,911.0,10.0,0.0,0.0,222.1,,,12.479452054794521,,
T.Irwin,CIN,WR,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,15.0,0.0,0.0,0.0,4.5,,,5.0,,
B.Zappe,CLE,QB,1,31.0,16.0,170.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,,0.5161290322580645,0.03225806451612903
D.Thompson-Robinson,CLE,QB,6,118.0,61.0,440.0,0.0,6.0,21.0,122.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.799999999999999,0.0,5.809523809523809,,0.5169491525423728,0.0
D.Watson,CLE,QB,7,216.0,137.0,1148.0,5.0,3.0,31.0,148.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,76.72,0.0,4.774193548387097,,0.6342592592592593,0.023148148148148147
J.Winston,CLE,QB,11,296.0,181.0,2121.0,13.0,12.0,25.0,83.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,131.14,0.0,3.32,,0.6114864864864865,0.04391891891891892
D.Foreman,CLE,RB,10,0.0,0.0,0.0,0.0,0.0,71.0,232.0,0.0,8.0,6.0,54.0,0.0,1.0,0.0,32.6,,3.267605633802817,9.0,,
J.Ford,CLE,RB,14,0.0,0.0,0.0,0.0,0.0,104.0,565.0,3.0,43.0,37.0,225.0,0.0,0.0,0.0,134.0,,5.4326923076923075,6.081081081081081,,
J.Kibodi,CLE,RB,1,0.0,0.0,0.0,0.0,0.0,5.0,24.0,0.0,3.0,1.0,15.0,0.0,0.0,0.0,4.9,,4.8,15.0,,
N.Chubb,CLE,RB,8,0.0,0.0,0.0,0.0,0.0,102.0,332.0,3.0,11.0,5.0,31.0,1.0,1.0,0.0,63.3,,3.2549019607843137,6.2,,
P.Strong,CLE,RB,11,0.0,0.0,0.0,0.0,0.0,26.0,108.0,0.0,22.0,14.0,104.0,0.0,0.0,0.0,35.2,,4.153846153846154,7.428571428571429,,
B.Bates,CLE,TE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
B.Whiteheart,CLE,TE,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,51.0,1.0,0.0,0.0,17.1,,,8.5,,
D.Njoku,CLE,TE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,64.0,505.0,5.0,0.0,2.0,148.5,,,7.890625,,
G.Swaim,CLE,TE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.7,,,7.0,,
J.Akins,CLE,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,40.0,390.0,2.0,0.0,0.0,91.0,,,9.75,,
A.Cooper,CLE,WR,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,24.0,250.0,2.0,0.0,0.0,61.0,,,10.416666666666666,,
C.Tillman,CLE,WR,9,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,0.0,49.0,29.0,339.0,3.0,0.0,1.0,80.4,,-5.0,11.689655172413794,,
D.Bell,CLE,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,27.0,0.0,0.0,0.0,5.7,,,9.0,,
E.Moore,CLE,WR,17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,102.0,61.0,538.0,1.0,0.0,0.0,120.9,,1.0,8.819672131147541,,
J.Darden,CLE,WR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.6,,,6.0,,
J.Jeudy,CLE,WR,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,90.0,1229.0,4.0,0.0,2.0,240.9,,,13.655555555555555,,
J.Proche,CLE,WR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,21.0,0.0,0.0,0.0,5.1,,,7.0,,
J.Thrash,CLE,WR,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,22.0,0.0,0.0,0.0,5.2,,,7.333333333333333,,
K.Toney,CLE,WR,2,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.39999999999999997,,-2.0,,,
M.Woods,CLE,WR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,65.0,0.0,0.0,0.0,13.5,,,9.285714285714286,,
H.Luepke,DAL,FB,13,0.0,0.0,0.0,0.0,0.0,12.0,38.0,0.0,16.0,12.0,111.0,0.0,0.0,0.0,26.9,,3.1666666666666665,9.25,,
C.Rush,DAL,QB,12,308.0,187.0,1844.0,12.0,5.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,109.56,0.0,0.6923076923076923,,0.6071428571428571,0.03896103896103896
D.Prescott,DAL,QB,8,286.0,185.0,1978.0,11.0,8.0,13.0,54.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,116.52,0.0,4.153846153846154,,0.6468531468531469,0.038461538461538464
T.Lance,DAL,QB,4,41.0,25.0,266.0,0.0,1.0,11.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.74,0.0,3.727272727272727,,0.6097560975609756,0.0
D.Cook,DAL,RB,2,0.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,4.0,,2.5,10.0,,
D.Vaughn,DAL,RB,5,0.0,0.0,0.0,0.0,0.0,17.0,70.0,0.0,5.0,3.0,18.0,0.0,0.0,0.0,11.8,,4.117647058823529,6.0,,
E.Elliott,DAL,RB,15,0.0,0.0,0.0,0.0,0.0,74.0,226.0,3.0,15.0,12.0,69.0,0.0,1.0,0.0,57.5,,3.054054054054054,5.75,,
