"","player_name","recent_team","pos","g","p_att","cmp","p_yd","p_td","int","car","r_yd","r_td","tgt","rec","rec_yd","rec_td","fmb","tp_c","f_ppr","tgt_share","ypc","ypr","cmp_pct","td_rate"
"182","T.Bridgewater","DET","QB",1,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,-0.2,0,-1,NA,NA,NA
"183","C.Reynolds","DET","RB",6,0,0,0,0,0,41,179,1,5,5,47,0,1,0,31.6,0.00974658869395711,4.36585365853659,9.4,NA,NA
"184","D.Montgomery","DET","RB",14,0,0,0,0,0,219,1015,13,24,16,117,0,1,1,207.2,0.0467836257309941,4.63470319634703,7.3125,NA,NA
"185","D.Ozigbo","DET","RB",1,0,0,0,0,0,3,5,0,1,1,8,0,0,0,2.3,0.00194931773879142,1.66666666666667,8,NA,NA
"186","J.Gibbs","DET","RB",15,0,0,0,0,0,182,945,10,71,52,316,1,1,0,242.1,0.138401559454191,5.19230769230769,6.07692307692308,NA,NA
"187","Z.Knight","DET","RB",2,0,0,0,0,0,3,13,0,1,1,8,0,0,0,3.1,0.00194931773879142,4.33333333333333,8,NA,NA
"188","B.Wright","DET","TE",8,0,0,0,0,0,0,0,0,14,13,91,1,0,0,28.1,0.0272904483430799,NA,7,NA,NA
"189","J.Mitchell","DET","TE",2,0,0,0,0,0,0,0,0,2,2,28,0,0,0,4.8,0.00389863547758285,NA,14,NA,NA
"190","S.LaPorta","DET","TE",17,0,0,0,0,0,1,4,0,120,86,889,10,0,0,239.3,0.233918128654971,4,10.3372093023256,NA,NA
"191","A.Green","DET","WR",2,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1.2,0.00389863547758285,NA,2,NA,NA
"192","A.St. Brown","DET","WR",16,0,0,0,0,0,4,24,0,164,119,1515,10,0,0,330.9,0.319688109161793,6,12.7310924369748,NA,NA
"193","D.Peoples-Jones","DET","WR",6,0,0,0,0,0,0,0,0,7,5,58,0,0,0,10.8,0.01364522417154,NA,11.6,NA,NA
"194","J.Reynolds","DET","WR",16,0,0,0,0,0,0,0,0,64,40,608,5,0,0,128.8,0.124756335282651,NA,15.2,NA,NA
"195","J.Williams","DET","WR",12,0,0,0,0,0,3,29,1,42,24,354,2,0,0,80.3,0.0818713450292398,9.66666666666667,14.75,NA,NA
"196","K.Raymond","DET","WR",17,0,0,0,0,0,7,75,0,44,35,489,1,0,0,97.4,0.0857699805068226,10.7142857142857,13.9714285714286,NA,NA
"197","M.Jones","DET","WR",4,0,0,0,0,0,0,0,0,10,5,35,0,0,0,6.5,0.0194931773879142,NA,7,NA,NA
"198","J.Love","GB","QB",17,579,372,4159,32,11,50,247,4,0,0,0,0,3,2,319.06,0,4.94,NA,0.642487046632124,0.0552677029360967
"199","S.Clifford","GB","QB",2,1,1,37,0,0,3,-2,0,0,0,0,0,0,0,1.28,0,-0.666666666666667,NA,1,0
"200","A.Dillon","GB","RB",15,0,0,0,0,0,178,613,2,28,22,223,0,0,0,117.6,0.0462809917355372,3.4438202247191,10.1363636363636,NA,NA
"201","A.Jones","GB","RB",11,0,0,0,0,0,142,656,2,43,30,233,1,1,0,134.9,0.0710743801652893,4.61971830985915,7.76666666666667,NA,NA
"202","E.Wilson","GB","RB",5,0,0,0,0,0,14,85,0,5,4,23,0,0,0,14.8,0.00826446280991736,6.07142857142857,5.75,NA,NA
"203","J.Robinson","GB","RB",1,0,0,0,0,0,1,2,0,1,1,-2,0,0,0,1,0.00165289256198347,2,-2,NA,NA
"204","K.Drake","GB","RB",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"205","P.Taylor","GB","RB",10,0,0,0,0,0,32,141,0,17,11,49,0,0,0,30,0.028099173553719,4.40625,4.45454545454545,NA,NA
"206","B.Sims","GB","TE",6,0,0,0,0,0,0,0,0,6,4,21,1,0,0,12.1,0.00991735537190083,NA,5.25,NA,NA
"207","J.Deguara","GB","TE",4,0,0,0,0,0,0,0,0,8,8,65,0,0,0,14.5,0.0132231404958678,NA,8.125,NA,NA
"208","L.Musgrave","GB","TE",11,0,0,0,0,0,0,0,0,46,34,352,1,0,0,75.2,0.0760330578512397,NA,10.3529411764706,NA,NA
"209","T.Kraft","GB","TE",10,0,0,0,0,0,0,0,0,40,31,355,2,0,0,78.5,0.0661157024793388,NA,11.4516129032258,NA,NA
"210","B.Melton","GB","WR",4,0,0,0,0,0,3,21,0,24,16,218,1,0,0,45.9,0.0396694214876033,7,13.625,NA,NA
"211","C.Watson","GB","WR",9,0,0,0,0,0,4,11,0,53,28,422,5,0,0,101.3,0.087603305785124,2.75,15.0714285714286,NA,NA
"212","D.Wicks","GB","WR",15,1,1,14,0,0,1,1,0,58,39,581,4,0,0,119.76,0.0958677685950413,1,14.8974358974359,1,0
"213","J.Reed","GB","WR",16,0,0,0,0,0,11,119,2,94,64,793,8,0,0,217.2,0.155371900826446,10.8181818181818,12.390625,NA,NA
"214","M.Heath","GB","WR",12,0,0,0,0,0,0,0,0,24,15,125,1,0,0,33.5,0.0396694214876033,NA,8.33333333333333,NA,NA
"215","R.Doubs","GB","WR",17,0,0,0,0,0,0,0,0,96,59,674,8,0,0,174.4,0.158677685950413,NA,11.4237288135593,NA,NA
"216","S.Toure","GB","WR",8,0,0,0,0,0,0,0,0,18,8,78,0,0,0,17.8,0.0297520661157025,NA,9.75,NA,NA
"217","A.Beck","HOU","FB",12,0,0,0,0,0,5,3,1,13,11,55,2,0,0,38.8,0.0223752151462995,0.6,5,NA,NA
"218","C.Keenum","HOU","QB",2,53,34,291,1,3,2,1,0,0,0,0,0,0,0,9.74,0,0.5,NA,0.641509433962264,0.0188679245283019
"219","C.Stroud","HOU","QB",15,499,319,4108,23,5,39,157,3,1,1,0,0,4,1,275.02,0.00172117039586919,4.02564102564103,0,0.639278557114228,0.0460921843687375
"220","D.Mills","HOU","QB",5,39,18,173,2,0,2,9,0,0,0,0,0,0,1,17.82,0,4.5,NA,0.461538461538462,0.0512820512820513
"221","D.Ogunbowale","HOU","RB",6,0,0,0,0,0,8,35,0,7,2,18,0,0,0,7.3,0.0120481927710843,4.375,9,NA,NA
"222","D.Pierce","HOU","RB",13,0,0,0,0,0,145,416,2,17,13,101,0,0,0,82.7,0.0292598967297762,2.86896551724138,7.76923076923077,NA,NA
"223","D.Singletary","HOU","RB",17,1,1,6,1,0,216,898,4,38,30,193,0,0,0,167.34,0.0654044750430293,4.15740740740741,6.43333333333333,1,1
"224","M.Boone","HOU","RB",7,0,0,0,0,0,5,23,0,9,7,40,0,0,0,13.3,0.0154905335628227,4.6,5.71428571428571,NA,NA
"225","B.Jordan","HOU","TE",9,0,0,0,0,0,0,0,0,21,17,219,2,0,0,50.9,0.036144578313253,NA,12.8823529411765,NA,NA
"226","D.Schultz","HOU","TE",15,0,0,0,0,0,0,0,0,88,59,635,5,0,0,150.5,0.151462994836489,NA,10.7627118644068,NA,NA
"227","E.Saubert","HOU","TE",3,0,0,0,0,0,0,0,0,3,3,12,0,0,0,4.2,0.00516351118760757,NA,4,NA,NA
"228","T.Quitoriano","HOU","TE",3,0,0,0,0,0,0,0,0,3,2,33,0,0,0,5.3,0.00516351118760757,NA,16.5,NA,NA
"229","J.Metchie","HOU","WR",14,0,0,0,0,0,1,4,0,30,16,158,0,0,0,32.2,0.0516351118760757,4,9.875,NA,NA
"230","N.Brown","HOU","WR",10,0,0,0,0,0,1,-1,0,55,33,567,2,0,0,101.6,0.0946643717728055,-1,17.1818181818182,NA,NA
"231","N.Collins","HOU","WR",15,0,0,0,0,0,1,7,0,109,80,1297,8,0,0,260.4,0.187607573149742,7,16.2125,NA,NA
"232","R.Woods","HOU","WR",13,0,0,0,0,0,1,7,0,75,40,426,1,0,0,89.3,0.129087779690189,7,10.65,NA,NA
"233","S.Sims","HOU","WR",2,0,0,0,0,0,1,1,0,3,3,25,0,0,0,5.6,0.00516351118760757,1,8.33333333333333,NA,NA
"234","T.Dell","HOU","WR",10,0,0,0,0,0,11,51,0,75,47,709,7,0,0,165,0.129087779690189,4.63636363636364,15.0851063829787,NA,NA
"235","X.Hutchinson","HOU","WR",11,0,0,0,0,0,5,49,0,19,8,90,0,0,0,21.9,0.0327022375215146,9.8,11.25,NA,NA
"236","A.Richardson","IND","QB",4,84,50,577,3,1,25,136,4,0,0,0,0,1,2,72.68,0,5.44,NA,0.595238095238095,0.0357142857142857
"237","G.Minshew","IND","QB",16,490,305,3305,15,9,34,100,3,0,0,0,0,5,2,196.2,0,2.94117647058824,NA,0.622448979591837,0.0306122448979592
"238","D.Jackson","IND","RB",1,0,0,0,0,0,13,14,0,6,5,14,0,1,0,3.8,0.0101351351351351,1.07692307692308,2.8,NA,NA
"239","E.Hull","IND","RB",1,0,0,0,0,0,1,1,0,1,1,6,0,0,0,1.7,0.00168918918918919,1,6,NA,NA
"240","J.Funk","IND","RB",1,0,0,0,0,0,2,10,0,1,1,12,0,0,0,3.2,0.00168918918918919,5,12,NA,NA
"241","J.Taylor","IND","RB",10,0,0,0,0,0,169,741,7,23,19,153,1,0,0,156.4,0.0388513513513514,4.38461538461539,8.05263157894737,NA,NA
"242","T.Goodson","IND","RB",6,0,0,0,0,0,13,87,0,9,6,34,0,0,0,18.1,0.0152027027027027,6.69230769230769,5.66666666666667,NA,NA
"243","T.Sermon","IND","RB",8,0,0,0,0,0,35,160,0,6,3,13,0,0,0,20.3,0.0101351351351351,4.57142857142857,4.33333333333333,NA,NA
"244","Z.Moss","IND","RB",14,0,0,0,0,0,183,794,5,37,27,192,2,0,0,169.6,0.0625,4.33879781420765,7.11111111111111,NA,NA
"245","A.Ogletree","IND","TE",10,0,0,0,0,0,0,0,0,21,9,147,2,0,0,35.7,0.035472972972973,NA,16.3333333333333,NA,NA
"246","K.Granson","IND","TE",15,0,0,0,0,0,1,2,0,50,30,368,1,0,0,73,0.0844594594594595,2,12.2666666666667,NA,NA
"247","M.Alie-Cox","IND","TE",13,0,0,0,0,0,0,0,0,22,13,161,3,0,0,49.1,0.0371621621621622,NA,12.3846153846154,NA,NA
"248","W.Mallory","IND","TE",11,0,0,0,0,0,0,0,0,26,18,207,0,0,0,38.7,0.0439189189189189,NA,11.5,NA,NA
"249","A.Pierce","IND","WR",17,0,0,0,0,0,0,0,0,65,32,514,2,0,0,95.4,0.109797297297297,NA,16.0625,NA,NA
"250","A.Rodgers","IND","WR",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.00337837837837838,NA,NA,NA,NA
"251","D.Montgomery","IND","WR",2,0,0,0,0,0,0,0,0,8,3,56,1,0,0,14.6,0.0135135135135135,NA,18.6666666666667,NA,NA
"252","I.McKenzie","IND","WR",9,0,0,0,0,0,3,14,0,14,11,82,0,0,0,20.6,0.0236486486486486,4.66666666666667,7.45454545454545,NA,NA
"253","J.Downs","IND","WR",17,0,0,0,0,0,0,0,0,98,68,771,2,0,0,157.1,0.165540540540541,NA,11.3382352941176,NA,NA
"254","J.Winfree","IND","WR",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00168918918918919,NA,NA,NA,NA
"255","M.Pittman","IND","WR",16,0,0,0,0,0,0,0,0,156,109,1152,4,0,0,252.2,0.263513513513513,NA,10.5688073394495,NA,NA
"256","C.Beathard","JAX","QB",6,53,40,349,1,0,8,35,0,0,0,0,0,0,0,21.46,0,4.375,NA,0.754716981132076,0.0188679245283019
"257","M.Barkley","JAX","QB",1,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,-0.3,0,-1,NA,NA,NA
"258","T.Lawrence","JAX","QB",16,564,370,4016,21,14,70,339,4,0,0,0,0,7,1,262.54,0,4.84285714285714,NA,0.656028368794326,0.0372340425531915
"259","D.Johnson","JAX","RB",15,0,0,0,0,0,41,108,0,12,10,140,0,0,0,34.8,0.0209059233449477,2.63414634146341,14,NA,NA
"260","J.Hasty","JAX","RB",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.00348432055749129,NA,NA,NA,NA
"261","T.Bigsby","JAX","RB",13,0,0,0,0,0,50,132,2,4,1,6,0,1,0,24.8,0.00696864111498258,2.64,6,NA,NA
"262","T.Etienne","JAX","RB",17,0,0,0,0,0,267,1008,11,73,58,476,1,0,2,282.4,0.127177700348432,3.7752808988764,8.20689655172414,NA,NA
"263","B.Strange","JAX","TE",5,0,0,0,0,0,0,0,0,9,5,35,1,0,0,14.5,0.0156794425087108,NA,7,NA,NA
"264","E.Engram","JAX","TE",17,0,0,0,0,0,0,0,0,143,114,963,4,0,0,230.3,0.249128919860627,NA,8.44736842105263,NA,NA
"265","L.Farrell","JAX","TE",9,0,0,0,0,0,0,0,0,15,13,155,0,0,0,28.5,0.0261324041811847,NA,11.9230769230769,NA,NA
"266","C.Kirk","JAX","WR",12,2,1,-1,0,0,1,6,0,85,57,787,3,0,0,150.26,0.14808362369338,6,13.8070175438596,0.5,0
"267","C.Ridley","JAX","WR",17,0,0,0,0,0,9,23,0,136,76,1016,8,0,0,229.9,0.236933797909408,2.55555555555556,13.3684210526316,NA,NA
"268","E.Cooks","JAX","WR",2,0,0,0,0,0,0,0,0,4,3,38,0,0,0,6.8,0.00696864111498258,NA,12.6666666666667,NA,NA
"269","J.Agnew","JAX","WR",8,0,0,0,0,0,4,-2,0,21,14,225,1,0,0,40.3,0.0365853658536585,-0.5,16.0714285714286,NA,NA
"270","P.Washington","JAX","WR",6,0,0,0,0,0,0,0,0,21,16,132,2,0,0,39.2,0.0365853658536585,NA,8.25,NA,NA
"271","T.Jones","JAX","WR",9,0,0,0,0,0,0,0,0,18,11,83,0,0,0,19.3,0.0313588850174216,NA,7.54545454545455,NA,NA
"272","Z.Jones","JAX","WR",9,0,0,0,0,0,0,0,0,64,34,321,2,0,0,78.1,0.111498257839721,NA,9.44117647058824,NA,NA
"273","B.Gabbert","KC","QB",2,35,18,185,0,3,7,45,0,0,0,0,0,0,0,5.9,0,6.42857142857143,NA,0.514285714285714,0
"274","P.Mahomes","KC","QB",16,597,401,4183,27,14,75,389,0,0,0,0,0,3,0,280.22,0,5.18666666666667,NA,0.671691792294807,0.0452261306532663
"275","C.Edwards-Helaire","KC","RB",15,0,0,0,0,0,70,223,1,22,17,188,1,0,0,70.1,0.0355411954765751,3.18571428571429,11.0588235294118,NA,NA
"276","I.Pacheco","KC","RB",14,0,0,0,0,0,205,935,7,49,44,244,2,1,0,213.9,0.0791599353796446,4.5609756097561,5.54545454545455,NA,NA
"277","J.McKinnon","KC","RB",12,1,1,4,1,0,21,60,1,32,25,192,4,0,0,84.36,0.0516962843295638,2.85714285714286,7.68,1,1
"278","L.Perine","KC","RB",2,0,0,0,0,0,22,77,0,5,3,33,0,0,0,14,0.00807754442649435,3.5,11,NA,NA
"279","B.Bell","KC","TE",6,0,0,0,0,0,0,0,0,9,5,26,1,0,0,11.6,0.0145395799676898,NA,5.2,NA,NA
"280","N.Gray","KC","TE",16,0,0,0,0,0,1,1,0,41,28,305,2,0,0,70.6,0.0662358642972536,1,10.8928571428571,NA,NA
"281","T.Kelce","KC","TE",15,0,0,0,0,0,0,0,0,121,93,984,5,0,0,219.4,0.195476575121163,NA,10.5806451612903,NA,NA
"282","J.Ross","KC","WR",5,0,0,0,0,0,0,0,0,11,6,53,0,0,0,11.3,0.0177705977382876,NA,8.83333333333333,NA,NA
"283","J.Watson","KC","WR",15,0,0,0,0,0,0,0,0,53,27,460,3,0,0,89,0.0856219709208401,NA,17.037037037037,NA,NA
"284","K.Toney","KC","WR",13,1,0,0,0,0,11,31,0,38,27,169,1,0,0,53,0.061389337641357,2.81818181818182,6.25925925925926,0,0
"285","M.Hardman","KC","WR",5,0,0,0,0,0,1,3,0,21,14,118,0,0,0,26.1,0.0339256865912763,3,8.42857142857143,NA,NA
"286","M.Valdes-Scantling","KC","WR",16,0,0,0,0,0,0,0,0,42,21,315,1,0,0,56.5,0.0678513731825525,NA,15,NA,NA
"287","R.James","KC","WR",8,0,0,0,0,0,0,0,0,14,10,114,0,0,0,21.4,0.0226171243941842,NA,11.4,NA,NA
"288","R.Rice","KC","WR",16,0,0,0,0,0,1,-3,0,102,79,938,7,0,0,212.5,0.164781906300485,-3,11.873417721519,NA,NA
"289","S.Moore","KC","WR",13,0,0,0,0,0,3,23,0,38,21,244,1,0,0,53.7,0.061389337641357,7.66666666666667,11.6190476190476,NA,NA
"290","E.Stick","LAC","QB",5,174,111,1129,3,1,27,144,1,0,0,0,0,4,0,67.56,0,5.33333333333333,NA,0.637931034482759,0.0172413793103448
"291","J.Herbert","LAC","QB",13,456,297,3134,20,7,52,228,3,1,1,10,0,1,1,234.16,0.00157728706624606,4.38461538461539,10,0.651315789473684,0.043859649122807
"292","A.Ekeler","LAC","RB",14,0,0,0,0,0,179,628,5,74,51,436,1,2,0,185.4,0.116719242902208,3.50837988826816,8.54901960784314,NA,NA
"293","E.Dotson","LAC","RB",1,0,0,0,0,0,4,6,0,2,2,13,0,0,0,3.9,0.00315457413249211,1.5,6.5,NA,NA
"294","I.Spiller","LAC","RB",9,0,0,0,0,0,37,96,0,6,6,34,0,0,0,19,0.00946372239747634,2.59459459459459,5.66666666666667,NA,NA
"295","J.Kelley","LAC","RB",17,0,0,0,0,0,107,405,2,12,8,32,0,1,0,61.7,0.0189274447949527,3.78504672897196,4,NA,NA
"296","D.Parham","LAC","TE",13,0,0,0,0,0,0,0,0,41,27,285,4,0,0,79.5,0.0646687697160883,NA,10.5555555555556,NA,NA
"297","G.Everett","LAC","TE",15,0,0,0,0,0,3,10,0,70,51,411,3,0,0,111.1,0.110410094637224,3.33333333333333,8.05882352941176,NA,NA
"298","N.Vannett","LAC","TE",1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1.3,0.00157728706624606,NA,3,NA,NA
"299","S.Smartt","LAC","TE",12,0,0,0,0,0,0,0,0,21,11,155,1,0,0,32.5,0.0331230283911672,NA,14.0909090909091,NA,NA
"300","A.Erickson","LAC","WR",8,0,0,0,0,0,0,0,0,29,16,232,1,0,0,45.2,0.0457413249211356,NA,14.5,NA,NA
"301","D.Davis","LAC","WR",14,0,0,0,0,0,14,101,0,17,15,66,0,0,0,37.7,0.026813880126183,7.21428571428571,4.4,NA,NA
"302","J.Guyton","LAC","WR",7,0,0,0,0,0,0,0,0,21,10,89,1,0,0,24.9,0.0331230283911672,NA,8.9,NA,NA
"303","J.Palmer","LAC","WR",10,0,0,0,0,0,1,6,0,61,38,581,2,0,0,106.7,0.0962145110410095,6,15.2894736842105,NA,NA
"304","K.Allen","LAC","WR",13,2,1,49,1,0,2,6,0,150,108,1243,7,0,0,278.86,0.236593059936909,3,11.5092592592593,0.5,0.5
"305","K.Doss","LAC","WR",2,0,0,0,0,0,0,0,0,13,6,33,0,0,0,9.3,0.0205047318611987,NA,5.5,NA,NA
"306","M.Williams","LAC","WR",3,0,0,0,0,0,1,3,0,26,19,249,1,0,0,50.2,0.0410094637223975,3,13.1052631578947,NA,NA
"307","Q.Johnston","LAC","WR",17,0,0,0,0,0,3,9,0,67,38,431,2,0,0,94,0.105678233438486,3,11.3421052631579,NA,NA
"308","S.Fehoko","LAC","WR",1,0,0,0,0,0,0,0,0,2,1,9,1,0,0,7.9,0.00315457413249211,NA,9,NA,NA
"309","B.Rypien","LAR","QB",2,38,18,172,0,1,3,19,0,0,0,0,0,0,0,6.78,0,6.33333333333333,NA,0.473684210526316,0
"310","C.Wentz","LAR","QB",1,24,17,163,2,1,17,56,1,0,0,0,0,0,1,26.12,0,3.29411764705882,NA,0.708333333333333,0.0833333333333333
"311","M.Stafford","LAR","QB",15,521,326,3965,24,11,21,65,0,0,0,0,0,0,1,243.1,0,3.0952380952381,NA,0.625719769673704,0.0460652591170825
"312","C.Akers","LAR","RB",1,0,0,0,0,0,22,29,1,0,0,0,0,0,0,8.9,0,1.31818181818182,NA,NA,NA
"313","D.Henderson","LAR","RB",4,0,0,0,0,0,46,112,2,14,10,103,0,0,0,43.5,0.0221518987341772,2.43478260869565,10.3,NA,NA
"314","K.Williams","LAR","RB",12,0,0,0,0,0,228,1144,12,48,32,206,3,1,1,255,0.0759493670886076,5.01754385964912,6.4375,NA,NA
"315","R.Freeman","LAR","RB",9,0,0,0,0,0,77,319,2,2,1,13,0,0,0,46.2,0.00316455696202532,4.14285714285714,13,NA,NA
"316","R.Rivers","LAR","RB",7,0,0,0,0,0,32,129,0,5,5,22,0,0,0,20.1,0.00791139240506329,4.03125,4.4,NA,NA
"317","Z.Evans","LAR","RB",4,0,0,0,0,0,9,19,0,0,0,0,0,0,0,1.9,0,2.11111111111111,NA,NA,NA
"318","B.Hopkins","LAR","TE",4,0,0,0,0,0,0,0,0,7,5,78,0,0,0,12.8,0.0110759493670886,NA,15.6,NA,NA
"319","D.Allen","LAR","TE",4,0,0,0,0,0,0,0,0,11,10,95,1,0,0,25.5,0.0174050632911392,NA,9.5,NA,NA
"320","T.Higbee","LAR","TE",15,0,0,0,0,0,0,0,0,70,47,495,2,0,0,108.5,0.110759493670886,NA,10.531914893617,NA,NA
"321","A.Trammell","LAR","WR",2,0,0,0,0,0,0,0,0,7,4,29,0,0,0,6.9,0.0110759493670886,NA,7.25,NA,NA
"322","B.Skowronek","LAR","WR",9,0,0,0,0,0,2,9,0,12,8,66,1,0,0,21.5,0.0189873417721519,4.5,8.25,NA,NA
"323","C.Kupp","LAR","WR",12,0,0,0,0,0,1,-3,0,95,59,737,5,0,0,164.4,0.150316455696203,-3,12.4915254237288,NA,NA
"324","D.Robinson","LAR","WR",8,0,0,0,0,0,1,23,0,39,26,371,4,0,0,87.4,0.0617088607594937,23,14.2692307692308,NA,NA
"325","P.Nacua","LAR","WR",17,0,0,0,0,0,12,89,0,160,105,1486,6,0,0,298.5,0.253164556962025,7.41666666666667,14.152380952381,NA,NA
"326","T.Atwell","LAR","WR",14,0,0,0,0,0,5,31,0,67,39,483,3,0,1,112.4,0.106012658227848,6.2,12.3846153846154,NA,NA
"327","T.Johnson","LAR","WR",1,0,0,0,0,0,0,0,0,3,2,8,1,0,0,8.8,0.00474683544303797,NA,4,NA,NA
"328","V.Jefferson","LAR","WR",4,0,0,0,0,0,1,4,0,15,8,108,0,0,0,19.2,0.0237341772151899,4,13.5,NA,NA
"329","J.Johnson","LV","FB",1,0,0,0,0,0,0,0,0,2,1,12,0,0,0,2.2,0.00343053173241852,NA,12,NA,NA
"330","A.O'Connell","LV","QB",11,343,213,2218,12,7,17,11,1,0,0,0,0,2,0,125.82,0,0.647058823529412,NA,0.620991253644315,0.0349854227405248
"331","B.Hoyer","LV","QB",2,42,23,231,0,2,3,-3,0,0,0,0,0,0,0,4.94,0,-1,NA,0.547619047619048,0
"332","J.Garoppolo","LV","QB",7,169,110,1205,7,9,20,39,0,0,0,0,0,0,1,64.1,0,1.95,NA,0.650887573964497,0.0414201183431953
"333","A.Abdullah","LV","RB",16,0,0,0,0,0,15,89,0,24,19,131,0,0,0,41,0.0411663807890223,5.93333333333333,6.89473684210526,NA,NA
"334","B.Bolden","LV","RB",3,0,0,0,0,0,4,31,1,0,0,0,0,0,1,11.1,0,7.75,NA,NA,NA
"335","J.Jacobs","LV","RB",13,0,0,0,0,0,233,805,6,54,37,296,0,1,0,181.1,0.0926243567753002,3.4549356223176,8,NA,NA
"336","Z.White","LV","RB",13,0,0,0,0,0,104,451,1,19,15,98,0,1,0,73.9,0.032590051457976,4.33653846153846,6.53333333333333,NA,NA
"337","A.Hooper","LV","TE",16,0,0,0,0,0,0,0,0,31,25,234,0,0,0,48.4,0.0531732418524871,NA,9.36,NA,NA
"338","C.Fotheringham","LV","TE",1,0,0,0,0,0,0,0,0,1,1,6,0,0,0,1.6,0.00171526586620926,NA,6,NA,NA
"339","J.Horsted","LV","TE",1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,1.4,0.00171526586620926,NA,4,NA,NA
"340","M.Mayer","LV","TE",12,0,0,0,0,0,0,0,0,40,27,304,2,0,0,71.4,0.0686106346483705,NA,11.2592592592593,NA,NA
"341","D.Adams","LV","WR",17,0,0,0,0,0,0,0,0,175,103,1144,8,0,0,265.4,0.300171526586621,NA,11.1067961165049,NA,NA
"342","D.Carter","LV","WR",8,0,0,0,0,0,3,18,0,7,4,39,0,0,0,9.7,0.0120068610634648,6,9.75,NA,NA
"343","H.Renfrow","LV","WR",13,0,0,0,0,0,0,0,0,37,25,255,0,0,0,48.5,0.0634648370497427,NA,10.2,NA,NA
"344","J.Meyers","LV","WR",16,3,2,12,1,0,4,24,2,106,71,807,8,0,0,218.58,0.181818181818182,6,11.3661971830986,0.666666666666667,0.333333333333333
"345","T.Tucker","LV","WR",13,0,0,0,0,0,10,77,0,34,19,331,2,0,0,71.8,0.0583190394511149,7.7,17.4210526315789,NA,NA
"346","A.Ingold","MIA","FB",10,0,0,0,0,0,2,0,0,16,13,119,0,0,0,24.9,0.0287253141831239,0,9.15384615384615,NA,NA
"347","M.White","MIA","QB",6,6,5,74,1,1,8,-9,0,0,0,0,0,1,0,2.06,0,-1.125,NA,0.833333333333333,0.166666666666667
"348","T.Tagovailoa","MIA","QB",17,560,388,4624,29,14,35,74,0,0,0,0,0,4,0,272.36,0,2.11428571428571,NA,0.692857142857143,0.0517857142857143
"349","C.Brooks","MIA","RB",3,0,0,0,0,0,19,106,0,0,0,0,0,0,0,10.6,0,5.57894736842105,NA,NA,NA
"350","D.Achane","MIA","RB",11,0,0,0,0,0,103,800,8,37,27,197,3,1,0,190.7,0.066427289048474,7.76699029126214,7.2962962962963,NA,NA
"351","D.Evans","MIA","RB",1,0,0,0,0,0,2,16,0,0,0,0,0,0,0,1.6,0,8,NA,NA,NA
"352","J.Wilson","MIA","RB",9,0,0,0,0,0,41,188,0,17,14,85,0,0,0,41.3,0.0305206463195691,4.58536585365854,6.07142857142857,NA,NA
"353","R.Mostert","MIA","RB",15,0,0,0,0,0,209,1012,18,32,25,175,3,1,0,267.7,0.0574506283662478,4.84210526315789,7,NA,NA
"354","S.Ahmed","MIA","RB",7,0,0,0,0,0,22,61,1,23,16,88,1,0,0,42.9,0.0412926391382406,2.77272727272727,5.5,NA,NA
"355","D.Smythe","MIA","TE",13,0,0,0,0,0,0,0,0,43,35,366,0,0,0,71.6,0.0771992818671454,NA,10.4571428571429,NA,NA
"356","J.Hill","MIA","TE",6,0,0,0,0,0,0,0,0,9,6,48,0,0,0,8.8,0.0161579892280072,NA,8,NA,NA
"357","B.Berrios","MIA","WR",13,0,0,0,0,0,1,11,0,33,27,238,1,0,0,57.9,0.059245960502693,11,8.81481481481481,NA,NA
"358","C.Claypool","MIA","WR",4,0,0,0,0,0,0,0,0,7,4,26,0,0,0,6.6,0.0125673249551167,NA,6.5,NA,NA
"359","C.Wilson","MIA","WR",11,0,0,0,0,0,0,0,0,38,22,296,3,0,0,69.6,0.0682226211849192,NA,13.4545454545455,NA,NA
"360","E.Ezukanma","MIA","WR",2,0,0,0,0,0,5,22,0,1,0,0,0,0,0,2.2,0.00179533213644524,4.4,NA,NA,NA
"361","J.Waddle","MIA","WR",14,0,0,0,0,0,3,12,0,104,72,1014,4,0,0,198.6,0.186714542190305,4,14.0833333333333,NA,NA
"362","R.Chosen","MIA","WR",5,0,0,0,0,0,0,0,0,6,4,126,1,0,0,22.6,0.0107719928186715,NA,31.5,NA,NA
"363","R.Cracraft","MIA","WR",6,0,0,0,0,0,0,0,0,12,9,121,1,0,0,27.1,0.0215439856373429,NA,13.4444444444444,NA,NA
"364","T.Hill","MIA","WR",16,0,0,0,0,0,6,15,0,171,119,1799,13,0,0,376.4,0.307001795332136,2.5,15.1176470588235,NA,NA
"365","C.Ham","MIN","FB",6,0,0,0,0,0,1,7,0,9,7,25,0,0,0,10.2,0.0159010600706714,7,3.57142857142857,NA,NA
