"","player_id","player_name","player_display_name","position","position_group","headshot_url","recent_team","season","week","season_type","completions","attempts","passing_yards","passing_tds","interceptions","sacks","sack_yards","sack_fumbles","sack_fumbles_lost","passing_air_yards","passing_yards_after_catch","passing_first_downs","passing_epa","passing_2pt_conversions","pacr","dakota","carries","rushing_yards","rushing_tds","rushing_fumbles","rushing_fumbles_lost","rushing_first_downs","rushing_epa","rushing_2pt_conversions","receptions","targets","receiving_yards","receiving_tds","receiving_fumbles","receiving_fumbles_lost","receiving_air_yards","receiving_yards_after_catch","receiving_first_downs","receiving_epa","receiving_2pt_conversions","racr","target_share","air_yards_share","wopr","special_teams_tds","fantasy_points","fantasy_points_ppr"
"1104","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,1,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,10,52,0,0,0,3,1.22217419929802,0,1,2,-3,0,0,0,-6,0,0,-1.40845009917393,0,0.5,0.0487804878048781,-0.0165289256198347,0.0616004837734328,0,4.9,5.9
"1105","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,2,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,15,53,0,0,0,3,-3.09775985212764,0,1,2,-4,0,0,0,-5,2,0,-2.40636173001258,0,0.8,0.0666666666666667,-0.0280898876404494,0.0803370786516854,0,4.9,5.9
"1106","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,3,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,15,73,1,0,0,4,4.37922460708069,0,1,1,2,0,0,0,-1,3,0,-0.244764455361292,0,-2,0.0333333333333333,-0.00393700787401575,0.047244094488189,0,13.5,14.5
"1107","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,4,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,19,49,0,0,0,1,-6.99158750043716,0,2,2,32,0,0,0,-3,35,1,1.63443187158555,0,-10.6666666666667,0.0769230769230769,-0.0133333333333333,0.106051282051282,0,8.1,10.1
"1108","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,5,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,22,78,0,0,0,3,-3.29463591100648,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,7.8,7.8
"1109","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,6,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,13,81,1,0,0,6,5.01997032092186,0,1,1,5,0,0,0,0,5,1,0.759081976953894,0,0,0.027027027027027,0,0.0405405405405405,0,14.6,15.6
"1110","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,7,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,15,57,2,0,0,6,-0.544317176361801,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,17.7,17.7
"1111","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,11,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,15,42,2,0,0,5,1.49406472436385,0,1,1,5,0,0,0,2,3,0,0.301669611479156,0,2.5,0.0333333333333333,0.0145985401459854,0.0602189781021898,0,16.7,17.7
"1112","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,12,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,16,92,1,0,0,5,0.638194971115996,0,1,1,3,0,0,0,3,0,0,-0.0948932613828219,0,1,0.0344827586206897,0.00864553314121038,0.0577760111298817,0,15.5,16.5
"1113","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,13,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,17,77,1,0,0,4,2.78063899674453,0,3,3,14,0,0,0,2,12,0,-1.86547315551434,0,7,0.1,0.00966183574879227,0.156763285024155,0,15.1,18.1
"1114","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,14,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,15,62,1,0,0,3,-1.98522104200674,0,3,5,19,0,0,0,1,12,0,-1.12173928704578,0,19,0.128205128205128,0.00305810397553517,0.194448365090567,0,14.1,17.1
"1115","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,15,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,16,58,1,0,0,2,-1.48391020001145,0,2,2,13,0,0,0,2,11,1,1.07437030086294,0,6.5,0.0666666666666667,0.00760456273764259,0.10532319391635,0,13.1,15.1
"1116","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,16,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,16,55,1,0,0,3,-1.40887407347327,0,1,1,6,0,0,0,1,5,1,1.58667007857002,0,6,0.0285714285714286,0.00395256916996047,0.0456239412761152,0,12.1,13.1
"1117","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,17,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,19,37,1,0,0,3,-4.58322131138502,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,9.7,9.7
"1118","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,18,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,8,10,0,0,0,1,-3.8444396131672,0,0,2,0,0,0,0,4,0,0,-1.89400605252013,0,0,0.0555555555555556,0.00975609756097561,0.0901626016260163,0,1,1
"1119","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,19,"POST",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,13,27,0,0,0,3,-3.35592845472274,0,1,2,9,0,0,0,6,7,0,0.479007774789352,0,1.5,0.0625,0.0234375,0.11015625,0,3.6,4.6
"1120","00-0033045","E.Elliott","Ezekiel Elliott","RB","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju","DAL",2022,20,"POST",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,10,26,0,0,0,2,-1.81749769154703,0,2,4,7,0,0,0,-2,12,0,-2.29101765328745,0,-3.5,0.108108108108108,-0.0066006600660066,0.157541700115958,0,3.3,5.3
"1121","00-0033057","J.Conklin","Jack Conklin","T","OL","https://static.www.nfl.com/image/private/f_auto,q_auto/league/tg2hruqbauvko19mhttj","CLE",2022,17,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,-9,0,0,-1.5234388965182,0,0,0.0625,-0.0865384615384615,0.0331730769230769,0,0,0
"1122","00-0033077","D.Prescott","Dak Prescott","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu","DAL",2022,1,"REG",14,29,134,0,1,2,13,0,0,202,56,6,-12.4829248921897,0,0.663366336633663,-0.0929505363588103,2,11,0,0,0,1,1.28272136487067,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,4.46,4.46
"1123","00-0033077","D.Prescott","Dak Prescott","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu","DAL",2022,7,"REG",19,25,207,1,0,2,16,0,0,270,79,10,9.68336562562035,0,0.766666666666667,0.237206019933407,3,0,0,0,0,0,-2.28343217785005,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,12.28,12.28
"1124","00-0033077","D.Prescott","Dak Prescott","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu","DAL",2022,8,"REG",21,27,250,2,1,1,8,0,0,187,95,15,14.7256872906582,0,1.33689839572193,0.303568412915377,5,34,1,0,0,2,3.78257988166297,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,25.4,25.4
"1125","00-0033077","D.Prescott","Dak Prescott","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu","DAL",2022,10,"REG",27,46,265,3,2,2,3,0,0,337,97,13,-6.69728639940149,0,0.786350148367952,0.0188891168779447,4,6,0,0,0,4,4.44131894916063,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,19.2,19.2
"1126","00-0033077","D.Prescott","Dak Prescott","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu","DAL",2022,11,"REG",22,25,276,2,0,0,0,0,0,139,159,9,18.3991620871866,0,1.98561151079137,0.360130764768757,3,16,0,0,0,1,1.07552530767862,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,20.64,20.64
"1127","00-0033077","D.Prescott","Dak Prescott","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu","DAL",2022,12,"REG",21,30,261,2,2,0,0,1,0,352,83,13,11.6516034714296,0,0.741477272727273,0.265862037832251,2,4,0,0,0,0,-0.752573280537035,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,14.84,14.84
"1128","00-0033077","D.Prescott","Dak Prescott","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu","DAL",2022,13,"REG",20,30,170,3,1,1,5,0,0,207,120,11,3.40314791351557,0,0.821256038647343,0.110184274797233,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,16.8,16.8
"1129","00-0033077","D.Prescott","Dak Prescott","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu","DAL",2022,14,"REG",24,39,284,1,2,1,7,1,0,327,97,11,-3.66382200462433,0,0.868501529051988,-0.00384629632214257,6,23,0,0,0,2,2.57626380474539,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,13.66,13.66
"1130","00-0033077","D.Prescott","Dak Prescott","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu","DAL",2022,15,"REG",23,30,256,3,2,3,13,0,0,263,106,14,4.02340439709946,0,0.973384030418251,0.227235153719138,5,20,0,0,0,3,1.33987301561865,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,20.24,20.24
"1131","00-0033077","D.Prescott","Dak Prescott","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu","DAL",2022,16,"REG",27,35,347,3,1,6,43,1,0,253,136,18,5.71144118614925,0,1.37154150197628,0.228086058201771,6,41,0,0,0,3,3.37047925798106,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,27.98,27.98
"1132","00-0033077","D.Prescott","Dak Prescott","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu","DAL",2022,17,"REG",29,41,282,2,2,1,8,0,0,307,149,16,10.499198308709,0,0.9185667752443,0.17602533299685,3,11,0,1,1,1,-4.53121816494968,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,14.38,14.38
"1133","00-0033077","D.Prescott","Dak Prescott","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu","DAL",2022,18,"REG",14,37,128,1,1,1,10,0,0,391,27,6,-13.1682908608345,0,0.327365728900256,-0.0963166367936844,6,16,0,0,0,2,-4.7775892795762,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,8.72,8.72
"1134","00-0033077","D.Prescott","Dak Prescott","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu","DAL",2022,19,"POST",25,33,305,4,0,1,8,0,0,268,123,16,23.8838059144327,0,1.13805970149254,0.358074217312877,7,24,1,0,0,2,4.8300256342045,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,36.6,36.6
"1135","00-0033077","D.Prescott","Dak Prescott","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu","DAL",2022,20,"POST",23,37,206,1,2,1,0,0,0,303,83,9,-6.31062348316494,0,0.67986798679868,-0.00191321379133495,4,22,0,0,0,2,2.99519065802451,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,10.44,10.44
"1136","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,1,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,3,20,0,0,0,38,5,1,-2.37663300195709,0,0.526315789473684,0.1,0.136200716845878,0.245340501792115,0,2,4
"1137","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,2,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,5,0,0,-0.751570791355334,0,0,0.0294117647058824,0.0157232704402516,0.0551239363669996,0,0,0
"1138","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,3,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,8,0,0,0,7,1,1,0.952588530257344,0,1.14285714285714,0.03125,0.0181347150259067,0.0595693005181347,0,0.8,1.8
"1139","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,4,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,4,13,0,0,0,32,0,0,-2.56404210082579,0,0.40625,0.2,0.290909090909091,0.503636363636364,0,1.3,3.3
"1140","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,5,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,4,5,54,0,0,0,35,25,4,4.17431616709707,0,1.54285714285714,0.238095238095238,0.191256830601093,0.491022638563622,0,5.4,9.4
"1141","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,6,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,4,7,61,1,0,0,42,28,3,0.652040905511751,0,1.45238095238095,0.225806451612903,0.229508196721311,0.499365415124273,0,12.1,16.1
"1142","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,7,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,2,12,0,0,0,12,0,1,0.27766053378582,0,1,0.0714285714285714,0.0491803278688525,0.141569086651054,0,1.2,2.2
"1143","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,8,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,22,0,0,0,20,2,1,1.67171679373132,0,1.1,0.03125,0.134228187919463,0.140834731543624,0,2.2,3.2
"1144","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,9,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,4,4,50,0,0,0,37,13,2,5.36196220538113,0,1.35135135135135,0.137931034482759,0.216374269005848,0.358358540028231,0,5,9
"1145","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,11,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,1,1,20,0,0,0,4,16,1,1.29548004455864,0,5,0.037037037037037,0.031496062992126,0.0776027996500437,0,2,3
"1146","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,12,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,3,5,63,1,0,0,44,43,2,2.38774697131568,0,1.43181818181818,0.142857142857143,0.149152542372881,0.318692493946731,0,12.3,15.3
"1147","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,13,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,5,13,0,0,0,31,6,0,-1.78886024092208,0,0.419354838709677,0.147058823529412,0.151219512195122,0.326441893830703,0,1.3,3.3
"1148","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,14,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,3,3,70,0,0,0,46,24,3,4.60176061844686,0,1.52173913043478,0.0909090909090909,0.278787878787879,0.331515151515152,0,7,10
"1149","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,15,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,2,4,9,0,0,0,3,16,0,-3.18561721257047,0,3,0.133333333333333,0.0103806228373702,0.207266435986159,0,0.9,2.9
"1150","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,17,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,5,6,52,0,0,0,46,12,2,2.49879375613884,0,1.1304347826087,0.1875,0.15807560137457,0.391902920962199,0,5.2,10.2
"1151","00-0033090","H.Henry","Hunter Henry","TE","TE","https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p","NE",2022,18,"REG",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,0,6,7,42,0,0,0,52,12,2,0.457255151355639,0,0.807692307692308,0.179487179487179,0.174496644295302,0.391378420237481,0,4.2,10.2
"1152","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,1,"REG",21,37,215,2,1,1,10,1,0,306,119,12,-2.11207604219089,0,0.702614379084967,0.013870279731595,2,9,0,0,0,1,1.54892839444801,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,15.5,15.5
"1153","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,2,"REG",20,34,256,4,0,3,22,0,0,297,130,12,1.2205331221677,0,0.861952861952862,0.0212748005088072,2,-2,0,0,0,0,-2.09799097804353,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,26.04,26.04
"1154","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,3,"REG",25,41,277,1,1,0,0,0,0,345,136,14,7.5733823388638,0,0.802898550724638,0.10192560484385,2,8,0,0,0,0,-1.32426616596058,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,13.88,13.88
"1155","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,4,"REG",26,39,378,4,1,1,9,0,0,387,167,18,13.705166696319,1,0.976744186046512,0.187632849605719,1,1,0,0,0,0,-0.421290260565002,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,33.22,33.22
"1156","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,5,"REG",19,35,229,0,1,2,18,1,1,290,116,9,-20.695974567323,0,0.789655172413793,0.0392814624442966,3,7,0,0,0,0,-0.841823321068659,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,5.86,5.86
"1157","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,7,"REG",21,26,228,0,2,5,33,2,2,151,141,11,-6.63723236623911,0,1.50993377483444,0.0788114644036627,1,4,0,0,0,0,-1.12892805133015,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,1.52,1.52
"1158","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,8,"REG",27,37,321,1,0,1,10,0,0,276,169,13,8.69099907269348,0,1.16304347826087,0.143181981754089,1,3,0,0,0,0,-0.370586440432817,0,1,1,5,0,0,0,0,5,0,-0.100160441885237,0,0,0.027027027027027,0,0.0405405405405405,0,17.64,18.64
"1159","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,9,"REG",14,26,137,2,1,0,0,0,0,106,93,10,-1.46377221535658,0,1.29245283018868,-0.00539937501386816,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,11.38,11.38
"1160","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,10,"REG",19,26,236,1,0,2,8,0,0,175,146,12,17.6367028652515,0,1.34857142857143,0.244007256379063,4,14,0,1,0,1,-4.04118384845788,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,14.84,14.84
"1161","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,11,"REG",17,26,165,0,0,0,0,0,0,154,102,9,2.79655322995128,0,1.07142857142857,0.0916316149023657,4,-1,0,0,0,1,-1.55894679215271,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,6.5,6.5
"1162","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,12,"REG",23,37,240,2,0,2,10,0,0,248,136,13,5.66123008783742,0,0.967741935483871,0.10257243947331,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,17.6,17.6
"1163","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,13,"REG",31,41,340,2,0,2,3,0,0,246,159,21,21.616481448158,0,1.38211382113821,0.233277719088634,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,21.6,21.6
"1164","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,14,"REG",27,39,330,3,0,0,0,0,0,252,127,18,14.28934119943,0,1.30952380952381,0.206693760437211,2,9,0,0,0,0,2.71713584801182,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,26.1,26.1
"1165","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,15,"REG",23,38,252,1,0,0,0,0,0,200,168,14,11.718987848478,0,1.26,0.129265609335108,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,14.08,14.08
"1166","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,16,"REG",25,42,355,3,0,2,19,0,0,320,119,15,13.7228860592035,0,1.109375,0.132369423700001,3,15,0,1,1,1,-5.48927956586704,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,25.7,25.7
"1167","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,17,"REG",21,29,255,3,0,1,9,0,0,192,131,14,5.75041224214988,0,1.328125,0.163664451626636,1,2,0,0,0,1,0.505224004155025,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,22.4,22.4
"1168","00-0033106","J.Goff","Jared Goff","QB","QB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy","DET",2022,18,"REG",23,34,224,0,0,1,5,1,0,187,128,12,7.49105469805531,0,1.19786096256684,0.0937749720044032,2,5,0,0,0,0,-4.59031090722419,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,9.46,9.46
